input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\H\Jalan42.csv,7982,7652,127,0,0.968510919835661,0.8888888888888888,H,42
E:\0.TA_Teguh\dataset3\H\Jalan43.csv,5993,5403,193,34,0.8048823598543964,0.0,H,43
E:\0.TA_Teguh\dataset3\H\Jalan44.csv,6790,6299,194,33,0.812079902692772,0.0,H,44
E:\0.TA_Teguh\dataset3\H\Jalan45.csv,7584,7214,172,9,0.9231247174870321,0.0,H,45
E:\0.TA_Teguh\dataset3\H\Jalan46.csv,7310,6989,139,0,0.9693061512492678,0.875,H,46
E:\0.TA_Teguh\dataset3\H\Jalan47.csv,11533,10522,310,28,0.8862656003128706,0.0,H,47
E:\0.TA_Teguh\dataset3\H\Jalan48.csv,15060,14188,296,20,0.9106747618478231,0.0,H,48
E:\0.TA_Teguh\dataset3\H\Jalan49.csv,5967,5591,134,14,0.879426795826526,0.0,H,49
E:\0.TA_Teguh\dataset3\H\Jalan50.csv,10884,10265,188,32,0.812396373358624,0.0,H,50
E:\0.TA_Teguh\dataset3\H\Jalan51.csv,8874,8147,169,27,0.8213540811073363,0.0,H,51
E:\0.TA_Teguh\dataset3\H\Jalan52.csv,1030,666,148,73,0.5019229292055379,0.0,H,52
E:\0.TA_Teguh\dataset3\H\Jalan53.csv,2154,1219,192,103,0.4584403691739201,0.0,H,53
E:\0.TA_Teguh\dataset3\H\Jalan54.csv,4294,2682,188,77,0.5780312061122282,0.0,H,54
E:\0.TA_Teguh\dataset3\H\Jalan55.csv,6318,5457,182,50,0.7078656945825587,0.0,H,55
E:\0.TA_Teguh\dataset3\H\Jalan56.csv,6753,6429,166,24,0.8368994850795568,0.0,H,56
E:\0.TA_Teguh\dataset3\H\Jalan57.csv,8534,7318,179,49,0.7080499340226319,0.0,H,57
E:\0.TA_Teguh\dataset3\H\Jalan58.csv,5418,4758,190,54,0.6993082092128174,0.0,H,58
E:\0.TA_Teguh\dataset3\H\Jalan59.csv,6191,5336,160,38,0.7433629828269093,0.0,H,59
E:\0.TA_Teguh\dataset3\H\Jalan60.csv,4451,3975,159,41,0.7276367773423675,0.0,H,60
E:\0.TA_Teguh\dataset3\H\Jalan61.csv,10643,9869,212,28,0.848885415895857,0.0,H,61
E:\0.TA_Teguh\dataset3\H\Jalan62.csv,7672,7116,191,31,0.8191398363092429,0.0,H,62
E:\0.TA_Teguh\dataset3\H\Jalan63.csv,11165,9830,453,121,0.7193126891032973,0.0,H,63
E:\0.TA_Teguh\dataset3\H\Jalan64.csv,11898,11241,371,53,0.8403138578209232,0.0,H,64
E:\0.TA_Teguh\dataset3\H\Jalan65.csv,11292,10698,318,37,0.8629022298655477,0.0,H,65
E:\0.TA_Teguh\dataset3\H\Jalan66.csv,11735,11270,211,7,0.9369247459758099,0.0,H,66
E:\0.TA_Teguh\dataset3\H\Jalan67.csv,9644,8974,303,47,0.8271953756585706,0.0,H,67
E:\0.TA_Teguh\dataset3\H\Jalan68.csv,10158,9458,302,46,0.8324290794582142,0.0,H,68
E:\0.TA_Teguh\dataset3\H\Jalan69.csv,10343,9879,256,10,0.9391265809267781,0.0,H,69
E:\0.TA_Teguh\dataset3\H\Jalan70.csv,12928,12486,257,4,0.9587327528108577,0.0,H,70
E:\0.TA_Teguh\dataset3\H\Jalan71.csv,20434,18545,605,95,0.8252187465253946,0.0,H,71
E:\0.TA_Teguh\dataset3\H\Jalan72.csv,29150,27460,562,34,0.9192713465803181,0.0,H,72
