subject,file,N_target,frame,mode,base_n,fps_shape_p50_diff,fps_shape_p90_diff,fps_centroid_drift,fps_nn_mean,fps_nn_p95,fps_unique_ratio,fps_max_dup,wrs_shape_p50_diff,wrs_shape_p90_diff,wrs_centroid_drift,wrs_nn_mean,wrs_nn_p95,wrs_unique_ratio,wrs_max_dup
A,Jalan68.csv,56,2,up,5,0.0,0.0188462257385254,0.015559698455035686,0.0,0.0,0.08928571428571429,18,0.0,0.0188462257385254,0.015559698455035686,0.0,0.0,0.08928571428571429,18
A,Jalan68.csv,56,6,up,22,0.0013531967997550964,0.005214641988277369,0.014865722507238388,0.0,0.0,0.39285714285714285,5,0.0013531967997550964,0.005214641988277369,0.014865722507238388,0.0,0.0,0.39285714285714285,5
A,Jalan68.csv,56,7,up,30,0.0,0.00041119009256362915,0.003425493836402893,0.0,0.0,0.5357142857142857,4,0.0,0.00041119009256362915,0.003425493836402893,0.0,0.0,0.5357142857142857,4
A,Jalan68.csv,56,11,up,12,0.0033460594713687897,0.0011865928769111689,0.009061248041689396,0.0,0.0,0.21428571428571427,8,0.0033460594713687897,0.0011865928769111689,0.009061248041689396,0.0,0.0,0.21428571428571427,8
A,Jalan68.csv,56,12,up,29,0.015747062861919403,0.006609520316123968,0.017197875306010246,0.0,0.0,0.5178571428571429,4,0.015747062861919403,0.006609520316123968,0.017197875306010246,0.0,0.0,0.5178571428571429,4
A,Jalan68.csv,56,14,up,6,0.0,1.0910404920578003,0.17399154603481293,0.0,0.0,0.10714285714285714,14,0.0,1.0910404920578003,0.17399154603481293,0.0,0.0,0.10714285714285714,14
A,Jalan68.csv,56,15,up,49,0.008889511227607727,0.0016067951917648482,0.011433356441557407,0.0,0.0,0.875,3,0.008889511227607727,0.0016067951917648482,0.011433356441557407,0.0,0.0,0.875,3
A,Jalan68.csv,56,16,up,8,0.0047727711498737335,0.0063386879861354745,0.019859055057168007,0.0,0.0,0.14285714285714285,13,0.0047727711498737335,0.0063386879861354745,0.019859055057168007,0.0,0.0,0.14285714285714285,13
A,Jalan68.csv,56,17,up,28,0.022297434508800507,0.007426851987838767,0.006916250102221966,0.0,0.0,0.5,4,0.022297434508800507,0.007426851987838767,0.006916250102221966,0.0,0.0,0.5,4
A,Jalan68.csv,56,18,up,19,0.0125151127576828,0.006313824653625483,0.015373612754046917,0.0,0.0,0.3392857142857143,5,0.0125151127576828,0.006313824653625483,0.015373612754046917,0.0,0.0,0.3392857142857143,5
A,Jalan68.csv,56,19,up,21,0.0,0.00035999715328216553,0.010225989855825901,0.0,0.0,0.375,6,0.0,0.00035999715328216553,0.010225989855825901,0.0,0.0,0.375,6
A,Jalan68.csv,56,20,up,17,0.0,0.019537830352783225,0.005957741290330887,0.0,0.0,0.30357142857142855,6,0.0,0.019537830352783225,0.005957741290330887,0.0,0.0,0.30357142857142855,6
A,Jalan68.csv,56,24,up,7,0.12841415405273438,0.007138192653656006,0.04462172091007233,0.0,0.0,0.125,12,0.12841415405273438,0.007138192653656006,0.04462172091007233,0.0,0.0,0.125,12
