subject,file,N_target,frame,mode,base_n,fps_shape_p50_diff,fps_shape_p90_diff,fps_centroid_drift,fps_nn_mean,fps_nn_p95,fps_unique_ratio,fps_max_dup,wrs_shape_p50_diff,wrs_shape_p90_diff,wrs_centroid_drift,wrs_nn_mean,wrs_nn_p95,wrs_unique_ratio,wrs_max_dup
B,Jalan58.csv,56,46,up,5,0.015843316912651062,0.021569493412971485,0.02815152518451214,0.0,0.0,0.08928571428571429,15,0.015843316912651062,0.021569493412971485,0.02815152518451214,0.0,0.0,0.08928571428571429,15
B,Jalan58.csv,56,47,up,5,0.0,0.007532489299774181,0.0059441691264510155,0.0,0.0,0.08928571428571429,15,0.0,0.007532489299774181,0.0059441691264510155,0.0,0.0,0.08928571428571429,15
B,Jalan58.csv,56,48,up,5,0.0,0.06732679903507233,0.04409205541014671,0.0,0.0,0.08928571428571429,15,0.0,0.06732679903507233,0.04409205541014671,0.0,0.0,0.08928571428571429,15
B,Jalan58.csv,56,50,up,6,0.004404619336128235,0.09629683196544647,0.018569443374872208,0.0,0.0,0.10714285714285714,12,0.004404619336128235,0.09629683196544647,0.018569443374872208,0.0,0.0,0.10714285714285714,12
B,Jalan58.csv,56,51,up,13,0.006848476827144623,0.007324792444705935,0.005616582930088043,0.0,0.0,0.23214285714285715,7,0.006848476827144623,0.007324792444705935,0.005616582930088043,0.0,0.0,0.23214285714285715,7
B,Jalan58.csv,56,52,up,16,0.0056032463908195496,0.01554415374994278,0.008080800995230675,0.0,0.0,0.2857142857142857,6,0.0056032463908195496,0.01554415374994278,0.008080800995230675,0.0,0.0,0.2857142857142857,6
B,Jalan58.csv,56,53,up,7,0.0,0.30014364719390896,0.09301959723234177,0.0,0.0,0.125,14,0.0,0.30014364719390896,0.09301959723234177,0.0,0.0,0.125,14
B,Jalan58.csv,56,54,up,5,0.0,0.05981035828590392,0.042697273194789886,0.0,0.0,0.08928571428571429,17,0.0,0.05981035828590392,0.042697273194789886,0.0,0.0,0.08928571428571429,17
B,Jalan58.csv,56,55,up,16,0.018647775053977966,0.2262357845902443,0.05398308485746384,0.0,0.0,0.2857142857142857,6,0.018647775053977966,0.2262357845902443,0.05398308485746384,0.0,0.0,0.2857142857142857,6
B,Jalan58.csv,56,56,up,5,0.0,0.01660951375961306,0.008189386688172817,0.0,0.0,0.08928571428571429,15,0.0,0.01660951375961306,0.008189386688172817,0.0,0.0,0.08928571428571429,15
B,Jalan58.csv,56,57,up,20,0.003065679222345352,0.001022690534591697,0.0042318664491176605,0.0,0.0,0.35714285714285715,6,0.003065679222345352,0.001022690534591697,0.0042318664491176605,0.0,0.0,0.35714285714285715,6
B,Jalan58.csv,56,58,up,17,0.011249527335166931,0.014558631181716936,0.01156533882021904,0.0,0.0,0.30357142857142855,6,0.011249527335166931,0.014558631181716936,0.01156533882021904,0.0,0.0,0.30357142857142855,6
B,Jalan58.csv,56,59,up,18,0.0013891682028770447,0.009349277615547213,0.03733844310045242,0.0,0.0,0.32142857142857145,5,0.0013891682028770447,0.009349277615547213,0.03733844310045242,0.0,0.0,0.32142857142857145,5
B,Jalan58.csv,56,60,up,7,0.0186769962310791,0.005858117341995206,0.027698421850800514,0.0,0.0,0.125,12,0.0186769962310791,0.005858117341995206,0.027698421850800514,0.0,0.0,0.125,12
B,Jalan58.csv,56,61,up,5,0.0,0.06594181060791016,0.03287741169333458,0.0,0.0,0.08928571428571429,15,0.0,0.06594181060791016,0.03287741169333458,0.0,0.0,0.08928571428571429,15
B,Jalan58.csv,56,62,up,7,0.0,0.0882868766784668,0.030089957639575005,0.0,0.0,0.125,10,0.0,0.0882868766784668,0.030089957639575005,0.0,0.0,0.125,10
B,Jalan58.csv,56,63,up,16,0.0036104246973991394,0.01684442162513733,0.0127750588580966,0.0,0.0,0.2857142857142857,7,0.0036104246973991394,0.01684442162513733,0.0127750588580966,0.0,0.0,0.2857142857142857,7
B,Jalan58.csv,56,64,up,23,0.005435764789581299,0.01876623034477226,0.015536320395767689,0.0,0.0,0.4107142857142857,4,0.005435764789581299,0.01876623034477226,0.015536320395767689,0.0,0.0,0.4107142857142857,4
B,Jalan58.csv,56,65,up,28,0.003468092530965805,0.0010651171207427812,0.0015467958291992545,0.0,0.0,0.5,4,0.003468092530965805,0.0010651171207427812,0.0015467958291992545,0.0,0.0,0.5,4
B,Jalan58.csv,56,66,up,6,0.048328667879104614,0.3198105990886688,0.14510871469974518,0.0,0.0,0.10714285714285714,13,0.048328667879104614,0.3198105990886688,0.14510871469974518,0.0,0.0,0.10714285714285714,13
B,Jalan58.csv,56,67,down,58,0.0032287389039993286,0.00041252970695493385,0.0042292531579732895,0.0005963665017545493,0.0,1.0,1,0.0,0.00041252970695493385,0.004994859918951988,0.0009470309198447617,0.0,1.0,1
B,Jalan58.csv,56,68,down,62,0.00941488891839981,0.002230492234230108,0.011854949407279491,0.0017189627221159494,0.0174472793540175,1.0,1,0.001052163541316986,0.002230492234230108,0.014411624521017075,0.0022486766890452065,0.018151239612848317,1.0,1
B,Jalan58.csv,56,69,up,30,0.0019014924764633179,0.048950938880443745,0.04753633961081505,0.0,0.0,0.5357142857142857,3,0.0019014924764633179,0.048950938880443745,0.04753633961081505,0.0,0.0,0.5357142857142857,3
