subject,file,N_target,kind,frames,shape_p50_diff_mean,shape_p90_diff_mean,centroid_drift_mean,nn_p95_mean,unique_ratio_mean,max_dup_p95,jitter_base,jitter_fps,jitter_wrs
A,Jalan14.csv,48,wrs_overall,81,0.009035098561902105,0.04226980240624614,0.028399067902132685,0.006212961915673948,0.5450102880658436,13.0,0.45319393277168274,0.43237343430519104,0.43089592456817627
A,Jalan14.csv,48,wrs_down,11,0.012123993851921776,0.006623350896618681,0.019727334930476816,0.04574999228814452,1.0,1.0,0.45319393277168274,0.43237343430519104,0.43089592456817627
A,Jalan14.csv,48,wrs_up,69,0.008673609436854073,0.04856517587019032,0.03019309878025366,0.0,0.4658816425120772,13.599999999999994,0.45319393277168274,0.43237343430519104,0.43089592456817627
A,Jalan15.csv,48,fps_overall,239,0.012532194710052163,0.05072836508062588,0.03070312374243201,0.011087404381159809,0.6350244072524408,14.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan15.csv,48,fps_down,86,0.0082811857898568,0.011056032031774559,0.02819505912457528,0.03081267031508365,1.0,1.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan15.csv,48,fps_up,152,0.01501981945904462,0.07350829276011166,0.03232415453768274,0.0,0.426123903508772,15.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan15.csv,48,wrs_overall,239,0.012261109824085833,0.05615058126684003,0.026124959932123874,0.01797196125472148,0.6350244072524408,14.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan15.csv,48,wrs_down,86,0.007527821978857351,0.02612474910741618,0.01547202248895151,0.04994533418463296,1.0,1.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan15.csv,48,wrs_up,152,0.01501981945904462,0.07350829276011166,0.03232415453768274,0.0,0.426123903508772,15.0,0.6113576889038086,0.6091076135635376,0.6145132780075073
A,Jalan16.csv,48,fps_overall,229,0.011322757090933978,0.035369607806205745,0.030134196871308017,0.009222537824325293,0.667849344978166,13.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan16.csv,48,fps_down,84,0.008553065137848967,0.027038052491843708,0.0292211022543987,0.02514239478298205,1.0,1.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan16.csv,48,fps_up,142,0.013200379593271605,0.04104537872046652,0.031310975310986235,0.0,0.46434859154929575,14.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan16.csv,48,wrs_overall,229,0.011389927003191028,0.033446088713069144,0.02739744422033096,0.017493031044884606,0.667849344978166,13.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan16.csv,48,wrs_down,84,0.008736183112930684,0.02179417305936416,0.021760193241616002,0.047689334634268755,1.0,1.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan16.csv,48,wrs_up,142,0.013200379593271605,0.04104537872046652,0.031310975310986235,0.0,0.46434859154929575,14.0,0.5515603423118591,0.5439907312393188,0.5487737059593201
A,Jalan17.csv,48,fps_overall,194,0.01241375947582353,0.0590991630190119,0.032078418928107304,0.013629824949793692,0.7992912371134021,10.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan17.csv,48,fps_down,97,0.014779319545042883,0.0269840090391563,0.03245932239434231,0.027259649899587384,1.0,1.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan17.csv,48,fps_up,94,0.010368886621708566,0.09412541222223557,0.032709138295761844,0.0,0.5857712765957447,12.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan17.csv,48,wrs_overall,194,0.010341403794657323,0.055381554945074324,0.029477723972564658,0.02525072791635809,0.7992912371134021,10.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan17.csv,48,wrs_down,97,0.01063460818271047,0.019548792891281145,0.027257932483257016,0.050501455832716174,1.0,1.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan17.csv,48,wrs_up,94,0.010368886621708566,0.09412541222223557,0.032709138295761844,0.0,0.5857712765957447,12.0,0.5593234300613403,0.5643460154533386,0.5704129338264465
A,Jalan18.csv,48,fps_overall,166,0.01044419773641121,0.026658286639006712,0.03339472273294533,0.023655077979036397,0.9021084337349398,7.75,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan18.csv,48,fps_down,125,0.012044914960861207,0.019965223240852363,0.03227586721256375,0.031413943556160326,1.0,1.0,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan18.csv,48,fps_up,40,0.005703061353415251,0.04824056692421423,0.037726014302461405,0.0,0.59375,14.049999999999997,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan18.csv,48,wrs_overall,166,0.009789865149790982,0.03260794591652335,0.03023189287815041,0.04422264262737465,0.9021084337349398,7.75,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan18.csv,48,wrs_down,125,0.011175961285829544,0.027866370761394445,0.028075629165396094,0.05872766940915355,1.0,1.0,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan18.csv,48,wrs_up,40,0.005703061353415251,0.04824056692421423,0.037726014302461405,0.0,0.59375,14.049999999999997,0.5590530037879944,0.5559890866279602,0.5624827146530151
A,Jalan19.csv,48,fps_overall,222,0.008410956450477914,0.03487194828219245,0.02715946954511408,0.009658045158582781,0.7004504504504504,11.949999999999989,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan19.csv,48,fps_down,86,0.009411446230356084,0.03290471767270303,0.023528089235146897,0.02493123285122532,1.0,1.0,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan19.csv,48,fps_up,134,0.007894387732802042,0.03665497611040496,0.0298954221253186,0.0,0.503731343283582,13.0,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan19.csv,48,wrs_overall,222,0.007550130346538247,0.039798953716416556,0.025444247811006987,0.01790682482332808,0.7004504504504504,11.949999999999989,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan19.csv,48,wrs_down,86,0.007189313729488572,0.0456232665843048,0.01910042382849835,0.0462245943113818,1.0,1.0,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan19.csv,48,wrs_up,134,0.007894387732802042,0.03665497611040496,0.0298954221253186,0.0,0.503731343283582,13.0,0.5649550557136536,0.5607811808586121,0.5555353164672852
A,Jalan2.csv,48,fps_overall,85,0.014257887181113748,0.03092634819886259,0.03353322915020673,0.022826179666123644,0.8867647058823529,7.3999999999999915,0.6407070755958557,0.6414090991020203,0.646740198135376
A,Jalan2.csv,48,fps_down,58,0.015342007166352766,0.023156453797529473,0.03608796464134779,0.03345215985552603,1.0,1.0,0.6407070755958557,0.6414090991020203,0.646740198135376
