subject,file,N_target,frame,mode,base_n,fps_shape_p50_diff,fps_shape_p90_diff,fps_centroid_drift,fps_nn_mean,fps_nn_p95,fps_unique_ratio,fps_max_dup,wrs_shape_p50_diff,wrs_shape_p90_diff,wrs_centroid_drift,wrs_nn_mean,wrs_nn_p95,wrs_unique_ratio,wrs_max_dup
E,Jalan39.csv,56,1,up,13,0.008749350905418396,0.014615370333194738,0.010608038865029812,0.0,0.0,0.23214285714285715,7,0.008749350905418396,0.014615370333194738,0.010608038865029812,0.0,0.0,0.23214285714285715,7
E,Jalan39.csv,56,2,up,8,0.00759279727935791,0.03848302364349365,0.13554424047470093,0.0,0.0,0.14285714285714285,9,0.00759279727935791,0.03848302364349365,0.13554424047470093,0.0,0.0,0.14285714285714285,9
E,Jalan39.csv,56,3,up,12,0.0,0.0414615273475647,0.015618295408785343,0.0,0.0,0.21428571428571427,9,0.0,0.0414615273475647,0.015618295408785343,0.0,0.0,0.21428571428571427,9
E,Jalan39.csv,56,4,up,5,0.0,0.0004785478115081898,0.014047848992049694,0.0,0.0,0.08928571428571429,14,0.0,0.0004785478115081898,0.014047848992049694,0.0,0.0,0.08928571428571429,14
E,Jalan39.csv,56,5,up,11,0.0,2.9859857261180878,0.12566162645816803,0.0,0.0,0.19642857142857142,8,0.0,2.9859857261180878,0.12566162645816803,0.0,0.0,0.19642857142857142,8
E,Jalan39.csv,56,7,up,6,0.007910072803497314,0.014811396598815918,0.09640244394540787,0.0,0.0,0.10714285714285714,14,0.007910072803497314,0.014811396598815918,0.09640244394540787,0.0,0.0,0.10714285714285714,14
E,Jalan39.csv,56,8,up,6,0.0006331130862236023,0.022288985550403595,0.007927251979708672,0.0,0.0,0.10714285714285714,14,0.0006331130862236023,0.022288985550403595,0.007927251979708672,0.0,0.0,0.10714285714285714,14
E,Jalan39.csv,56,9,up,6,0.0,0.6636675596237183,0.2790229618549347,0.0,0.0,0.10714285714285714,16,0.0,0.6636675596237183,0.2790229618549347,0.0,0.0,0.10714285714285714,16
E,Jalan39.csv,56,10,up,7,0.0,0.053699004650115956,0.019505731761455536,0.0,0.0,0.125,12,0.0,0.053699004650115956,0.019505731761455536,0.0,0.0,0.125,12
E,Jalan39.csv,56,13,up,8,0.018440604209899902,0.03234653472900373,0.17409801483154297,0.0,0.0,0.14285714285714285,9,0.018440604209899902,0.03234653472900373,0.17409801483154297,0.0,0.0,0.14285714285714285,9
E,Jalan39.csv,56,14,up,5,0.0,0.7458540916442868,0.28195270895957947,0.0,0.0,0.08928571428571429,16,0.0,0.7458540916442868,0.28195270895957947,0.0,0.0,0.08928571428571429,16
E,Jalan39.csv,56,15,up,7,0.0,1.2490381598472586,0.11892824620008469,0.0,0.0,0.125,12,0.0,1.2490381598472586,0.11892824620008469,0.0,0.0,0.125,12
E,Jalan39.csv,56,16,up,24,0.01126975566148758,0.005516260862350464,0.00783407874405384,0.0,0.0,0.42857142857142855,4,0.01126975566148758,0.005516260862350464,0.00783407874405384,0.0,0.0,0.42857142857142855,4
E,Jalan39.csv,56,17,up,16,0.0,0.0,0.018691498786211014,0.0,0.0,0.2857142857142857,7,0.0,0.0,0.018691498786211014,0.0,0.0,0.2857142857142857,7
E,Jalan39.csv,56,18,up,47,0.004532471299171448,0.01378552019596102,0.003729725256562233,0.0,0.0,0.8392857142857143,3,0.004532471299171448,0.01378552019596102,0.003729725256562233,0.0,0.0,0.8392857142857143,3
E,Jalan39.csv,56,19,up,16,0.005445241928100586,0.008799731731414795,0.03805020824074745,0.0,0.0,0.2857142857142857,5,0.005445241928100586,0.008799731731414795,0.03805020824074745,0.0,0.0,0.2857142857142857,5
E,Jalan39.csv,56,20,up,41,0.0004902482032775879,0.010948017239570618,0.009084097109735012,0.0,0.0,0.7321428571428571,3,0.0004902482032775879,0.010948017239570618,0.009084097109735012,0.0,0.0,0.7321428571428571,3
E,Jalan39.csv,56,21,up,25,0.0020369701087474823,0.008431766927242401,0.009284495376050472,0.0,0.0,0.44642857142857145,4,0.0020369701087474823,0.008431766927242401,0.009284495376050472,0.0,0.0,0.44642857142857145,4
E,Jalan39.csv,56,22,up,14,0.00324355810880661,0.027419663965701946,0.01642463728785515,0.0,0.0,0.25,6,0.00324355810880661,0.027419663965701946,0.01642463728785515,0.0,0.0,0.25,6
E,Jalan39.csv,56,23,up,20,0.0008822306990623474,0.005366939306259144,0.05503276735544205,0.0,0.0,0.35714285714285715,7,0.0008822306990623474,0.005366939306259144,0.05503276735544205,0.0,0.0,0.35714285714285715,7
E,Jalan39.csv,56,24,up,7,0.0,0.33819108009338406,0.08709347993135452,0.0,0.0,0.125,11,0.0,0.33819108009338406,0.08709347993135452,0.0,0.0,0.125,11
E,Jalan39.csv,56,25,up,11,0.0,0.0,0.05368456989526749,0.0,0.0,0.19642857142857142,9,0.0,0.0,0.05368456989526749,0.0,0.0,0.19642857142857142,9
E,Jalan39.csv,56,26,up,19,0.14191627502441406,0.07064951658248875,0.10156109184026718,0.0,0.0,0.3392857142857143,5,0.14191627502441406,0.07064951658248875,0.10156109184026718,0.0,0.0,0.3392857142857143,5
E,Jalan39.csv,56,27,up,10,0.007292486727237701,0.023840236663818404,0.03298934921622276,0.0,0.0,0.17857142857142858,11,0.007292486727237701,0.023840236663818404,0.03298934921622276,0.0,0.0,0.17857142857142858,11
E,Jalan39.csv,56,28,up,48,0.0021416805684566498,0.0028456449508666992,0.009558914229273796,0.0,0.0,0.8571428571428571,3,0.0021416805684566498,0.0028456449508666992,0.009558914229273796,0.0,0.0,0.8571428571428571,3
E,Jalan39.csv,56,29,up,29,0.0010649189352989197,0.0268869295716285,0.012605703435838223,0.0,0.0,0.5178571428571429,4,0.0010649189352989197,0.0268869295716285,0.012605703435838223,0.0,0.0,0.5178571428571429,4
E,Jalan39.csv,56,30,up,43,0.0023041553795337677,9.950399398803156e-05,0.003293934278190136,0.0,0.0,0.7678571428571429,3,0.0023041553795337677,9.950399398803156e-05,0.003293934278190136,0.0,0.0,0.7678571428571429,3
E,Jalan39.csv,56,31,up,17,0.00371377170085907,0.37576794624328647,0.05244838446378708,0.0,0.0,0.30357142857142855,6,0.00371377170085907,0.37576794624328647,0.05244838446378708,0.0,0.0,0.30357142857142855,6
E,Jalan39.csv,56,32,up,54,0.0007595345377922058,0.00016760230064391535,0.0016160543309524655,0.0,0.0,0.9642857142857143,2,0.0007595345377922058,0.00016760230064391535,0.0016160543309524655,0.0,0.0,0.9642857142857143,2
E,Jalan39.csv,56,33,down,63,0.001776140183210373,0.004000371694564797,0.016849201172590256,0.0008515922096525006,0.007505585889720842,1.0,1,0.0013882331550121307,0.002659113705158256,0.030494865030050278,0.005304189146897651,0.015360923882761852,1.0,1
E,Jalan39.csv,56,34,up,39,0.00013183802366256714,0.04473221302032454,0.009600711986422539,0.0,0.0,0.6964285714285714,3,0.00013183802366256714,0.04473221302032454,0.009600711986422539,0.0,0.0,0.6964285714285714,3
E,Jalan39.csv,56,35,down,60,0.0016053356230258942,0.0004947185516357422,0.007194106467068195,0.000472187755236797,0.006948346578267362,1.0,1,0.0005008988082408905,0.0006099790334701538,0.009605045430362225,0.0005259586955081372,0.007497721034116339,1.0,1
E,Jalan39.csv,56,36,up,39,0.0,0.5044557482004165,0.04521866887807846,0.0,0.0,0.6964285714285714,3,0.0,0.5044557482004165,0.04521866887807846,0.0,0.0,0.6964285714285714,3
E,Jalan39.csv,56,37,down,64,0.011598657816648483,0.0019239664077758678,0.014697170816361904,0.0009203341106548078,0.007471664653276979,1.0,1,0.011598657816648483,0.0019239664077758678,0.010148396715521812,0.0010511014355208614,0.007829441107714505,1.0,1
E,Jalan39.csv,56,38,up,44,0.0005221106112003326,0.013599599897861359,0.0012873569503426552,0.0,0.0,0.7857142857142857,3,0.0005221106112003326,0.013599599897861359,0.0012873569503426552,0.0,0.0,0.7857142857142857,3
E,Jalan39.csv,56,39,up,45,0.00012547150254249573,0.0019451797008514377,0.007377913687378168,0.0,0.0,0.8035714285714286,3,0.00012547150254249573,0.0019451797008514377,0.007377913687378168,0.0,0.0,0.8035714285714286,3
E,Jalan39.csv,56,40,up,13,0.0,0.22626839876174976,0.06972912698984146,0.0,0.0,0.23214285714285715,8,0.0,0.22626839876174976,0.06972912698984146,0.0,0.0,0.23214285714285715,8
E,Jalan39.csv,56,41,up,10,0.0,0.001878571510314897,0.06573863327503204,0.0,0.0,0.17857142857142858,10,0.0,0.001878571510314897,0.06573863327503204,0.0,0.0,0.17857142857142858,10
E,Jalan39.csv,56,42,equal,56,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
E,Jalan39.csv,56,43,down,67,4.3272972106933594e-05,0.0008714884519577248,0.015110673382878304,0.0012645931954127392,0.007719604070644655,1.0,1,0.0012140646576881409,0.020177075266838096,0.002867387607693672,0.0015899587273865163,0.008234389964191683,1.0,1
E,Jalan39.csv,56,44,down,62,0.0,0.001504187285900127,0.012261426076292992,0.0008094387340590088,0.008339436787003733,1.0,1,0.0,0.00047133564949036755,0.0038085407577455044,0.001099797699553515,0.008767008608758804,1.0,1
E,Jalan39.csv,56,45,down,71,0.00307411327958107,0.0023442506790161133,0.015602773055434227,0.0018245805036722523,0.008794608152805448,1.0,1,0.00404810905456543,0.009525425732135773,0.005897588562220335,0.0029278113534815893,0.01539474375526111,1.0,1
