input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\A\Jalan1.csv,3083,2686,111,29,0.7188024724474961,0.0,A,1
E:\0.TA_Teguh\dataset3\A\Jalan2.csv,6582,5433,113,28,0.724932871589883,0.0,A,2
E:\0.TA_Teguh\dataset3\A\Jalan3.csv,6634,5859,119,34,0.6902205785079905,0.0,A,3
E:\0.TA_Teguh\dataset3\A\Jalan4.csv,2278,1732,96,36,0.6147870532193095,0.0,A,4
E:\0.TA_Teguh\dataset3\A\Jalan5.csv,2191,1290,127,60,0.5137154173319531,0.0,A,5
E:\0.TA_Teguh\dataset3\A\Jalan6.csv,3492,2232,127,56,0.5433388032264499,0.0,A,6
E:\0.TA_Teguh\dataset3\A\Jalan7.csv,4143,3300,118,31,0.7148373554356867,0.0,A,7
E:\0.TA_Teguh\dataset3\A\Jalan8.csv,2944,2812,74,19,0.7208211964079573,0.0,A,8
E:\0.TA_Teguh\dataset3\A\Jalan9.csv,2540,2041,123,50,0.5736937709286584,0.0,A,9
E:\0.TA_Teguh\dataset3\A\Jalan10.csv,4160,3686,131,44,0.6420739880567898,0.0,A,10
E:\0.TA_Teguh\dataset3\A\Jalan11.csv,5655,4610,128,41,0.6570706017390278,0.0,A,11
E:\0.TA_Teguh\dataset3\A\Jalan12.csv,5041,4802,107,9,0.889425442991328,0.0,A,12
E:\0.TA_Teguh\dataset3\A\Jalan13.csv,5401,5023,126,23,0.789654210501851,0.0,A,13
E:\0.TA_Teguh\dataset3\A\Jalan14.csv,2631,2250,98,17,0.7997683281027935,0.0,A,14
E:\0.TA_Teguh\dataset3\A\Jalan15.csv,9628,8959,283,44,0.8170014709642559,0.0,A,15
E:\0.TA_Teguh\dataset3\A\Jalan16.csv,9668,9137,251,22,0.8812624892463256,0.0,A,16
E:\0.TA_Teguh\dataset3\A\Jalan17.csv,10895,10363,202,8,0.9215738984908288,0.0,A,17
E:\0.TA_Teguh\dataset3\A\Jalan18.csv,12556,12142,167,1,0.9632048008442925,0.0,A,18
E:\0.TA_Teguh\dataset3\A\Jalan19.csv,10378,9850,235,13,0.9117313206770102,0.0,A,19
E:\0.TA_Teguh\dataset3\A\Jalan20.csv,8890,8401,197,23,0.8524817804018872,0.0,A,20
E:\0.TA_Teguh\dataset3\A\Jalan21.csv,8192,7824,161,12,0.8943424748418013,0.0,A,21
E:\0.TA_Teguh\dataset3\A\Jalan22.csv,9206,8870,132,7,0.9143987588988527,0.0,A,22
E:\0.TA_Teguh\dataset3\A\Jalan23.csv,14863,13680,494,70,0.8302507887900209,0.0,A,23
E:\0.TA_Teguh\dataset3\A\Jalan24.csv,22402,21429,456,23,0.9168399442400513,0.0,A,24
E:\0.TA_Teguh\dataset3\A\Jalan25.csv,2631,2392,88,14,0.8128413555894176,0.0,A,25
E:\0.TA_Teguh\dataset3\A\Jalan26.csv,5570,4863,101,25,0.7236828576727506,0.0,A,26
E:\0.TA_Teguh\dataset3\A\Jalan27.csv,5599,4785,96,25,0.7124157494316851,0.0,A,27
E:\0.TA_Teguh\dataset3\A\Jalan28.csv,1659,1401,83,31,0.6099034701489493,0.0,A,28
E:\0.TA_Teguh\dataset3\A\Jalan29.csv,2539,2400,62,14,0.7486133941542041,0.0,A,29
E:\0.TA_Teguh\dataset3\A\Jalan30.csv,3664,2895,89,23,0.7158938812889065,0.0,A,30
E:\0.TA_Teguh\dataset3\A\Jalan31.csv,2894,1893,97,33,0.6394323932336554,0.0,A,31
E:\0.TA_Teguh\dataset3\A\Jalan32.csv,1786,1070,105,52,0.4914932381009642,0.0,A,32
E:\0.TA_Teguh\dataset3\A\Jalan33.csv,2567,2119,95,29,0.6717551711147071,0.0,A,33
E:\0.TA_Teguh\dataset3\A\Jalan34.csv,2958,2577,98,35,0.6192194698239933,0.0,A,34
E:\0.TA_Teguh\dataset3\A\Jalan35.csv,3601,2856,86,25,0.6856936365794326,0.0,A,35
E:\0.TA_Teguh\dataset3\A\Jalan36.csv,3556,3256,94,23,0.734086764390934,0.0,A,36
E:\0.TA_Teguh\dataset3\A\Jalan37.csv,3261,2892,107,30,0.7000321845006732,0.0,A,37
E:\0.TA_Teguh\dataset3\A\Jalan38.csv,2659,2318,91,31,0.6382242745186948,0.0,A,38
E:\0.TA_Teguh\dataset3\A\Jalan39.csv,7500,7008,205,23,0.8634373156056535,0.0,A,39
E:\0.TA_Teguh\dataset3\A\Jalan40.csv,9134,8736,189,11,0.9088421682632966,0.0,A,40
E:\0.TA_Teguh\dataset3\A\Jalan41.csv,9418,9044,163,1,0.9578932508412586,0.0,A,41
E:\0.TA_Teguh\dataset3\A\Jalan42.csv,7015,6727,117,5,0.9266515820163835,0.0,A,42
E:\0.TA_Teguh\dataset3\A\Jalan43.csv,7256,6927,170,9,0.9211177635838577,0.0,A,43
E:\0.TA_Teguh\dataset3\A\Jalan44.csv,7058,6703,152,17,0.8581536576207089,0.0,A,44
E:\0.TA_Teguh\dataset3\A\Jalan45.csv,7368,7045,131,8,0.9088596736790587,0.0,A,45
E:\0.TA_Teguh\dataset3\A\Jalan46.csv,7359,7076,103,7,0.9028540839418294,0.0,A,46
E:\0.TA_Teguh\dataset3\A\Jalan47.csv,11785,10763,340,45,0.8393918272964536,0.0,A,47
E:\0.TA_Teguh\dataset3\A\Jalan48.csv,16057,15271,334,22,0.9035442000854931,0.0,A,48
E:\0.TA_Teguh\dataset3\A\Jalan49.csv,3743,3282,124,28,0.7464555651278253,0.0,A,49
E:\0.TA_Teguh\dataset3\A\Jalan50.csv,8854,7745,148,34,0.7410180995494464,0.0,A,50
E:\0.TA_Teguh\dataset3\A\Jalan51.csv,8392,6912,155,38,0.7312558592619004,0.0,A,51
E:\0.TA_Teguh\dataset3\A\Jalan52.csv,2588,2122,123,47,0.6048604389800413,0.0,A,52
E:\0.TA_Teguh\dataset3\A\Jalan53.csv,3682,3480,103,30,0.6839258687698724,0.0,A,53
E:\0.TA_Teguh\dataset3\A\Jalan54.csv,5725,4579,139,34,0.7283045908572169,0.0,A,54
E:\0.TA_Teguh\dataset3\A\Jalan55.csv,3700,2594,127,42,0.6477794986736641,0.0,A,55
E:\0.TA_Teguh\dataset3\A\Jalan56.csv,2359,1358,165,89,0.453269628270672,0.0,A,56
E:\0.TA_Teguh\dataset3\A\Jalan57.csv,3464,2971,128,38,0.6789154828537189,0.0,A,57
E:\0.TA_Teguh\dataset3\A\Jalan58.csv,6269,5335,170,51,0.6755475842414538,0.0,A,58
E:\0.TA_Teguh\dataset3\A\Jalan59.csv,7253,6278,162,45,0.6952226539483192,0.0,A,59
E:\0.TA_Teguh\dataset3\A\Jalan60.csv,3560,2905,146,28,0.7825523542040475,0.0,A,60
E:\0.TA_Teguh\dataset3\A\Jalan61.csv,6112,5677,167,26,0.8182598100351424,0.0,A,61
E:\0.TA_Teguh\dataset3\A\Jalan62.csv,7868,7427,152,20,0.8377136578935368,0.0,A,62
E:\0.TA_Teguh\dataset3\A\Jalan63.csv,14137,13068,402,70,0.8021410920158775,0.0,A,63
E:\0.TA_Teguh\dataset3\A\Jalan64.csv,13245,12588,339,29,0.8843160455264922,0.0,A,64
E:\0.TA_Teguh\dataset3\A\Jalan65.csv,11440,10922,215,8,0.9271927783851317,0.0,A,65
E:\0.TA_Teguh\dataset3\A\Jalan66.csv,12670,12224,179,0,0.9645020308098645,0.88,A,66
E:\0.TA_Teguh\dataset3\A\Jalan67.csv,12501,11869,301,28,0.8758724060600843,0.0,A,67
E:\0.TA_Teguh\dataset3\A\Jalan68.csv,11500,10967,218,16,0.890562176881607,0.0,A,68
E:\0.TA_Teguh\dataset3\A\Jalan69.csv,10420,10037,164,6,0.9306631908692453,0.0,A,69
E:\0.TA_Teguh\dataset3\A\Jalan70.csv,9172,8893,133,0,0.9691883281335677,0.9047619047619048,A,70
E:\0.TA_Teguh\dataset3\A\Jalan71.csv,19145,17592,635,101,0.813933284385038,0.0,A,71
E:\0.TA_Teguh\dataset3\A\Jalan72.csv,26555,25264,579,41,0.8955263460757854,0.0,A,72
E:\0.TA_Teguh\dataset3\B\Jalan1.csv,3882,3549,112,18,0.812089667014769,0.0,B,1
E:\0.TA_Teguh\dataset3\B\Jalan2.csv,8110,7663,120,9,0.8932208940522712,0.0,B,2
E:\0.TA_Teguh\dataset3\B\Jalan3.csv,7762,6937,117,19,0.81128823614138,0.0,B,3
E:\0.TA_Teguh\dataset3\B\Jalan4.csv,1097,796,111,44,0.5941584322062782,0.0,B,4
E:\0.TA_Teguh\dataset3\B\Jalan5.csv,2269,1648,123,45,0.6166671382050599,0.0,B,5
E:\0.TA_Teguh\dataset3\B\Jalan6.csv,3905,2652,140,45,0.6560999039361929,0.0,B,6
E:\0.TA_Teguh\dataset3\B\Jalan7.csv,6318,4633,140,47,0.6401628921762362,0.0,B,7
E:\0.TA_Teguh\dataset3\B\Jalan8.csv,3291,3097,109,31,0.6874467172006304,0.0,B,8
E:\0.TA_Teguh\dataset3\B\Jalan9.csv,5770,4734,121,25,0.7615559381207886,0.0,B,9
E:\0.TA_Teguh\dataset3\B\Jalan10.csv,4725,4307,134,38,0.6944865382905296,0.0,B,10
E:\0.TA_Teguh\dataset3\B\Jalan11.csv,4466,3823,133,35,0.7113110716986693,0.0,B,11
E:\0.TA_Teguh\dataset3\B\Jalan12.csv,5336,4919,130,24,0.7858288571489956,0.0,B,12
E:\0.TA_Teguh\dataset3\B\Jalan13.csv,6804,6259,138,26,0.7843038961214989,0.0,B,13
E:\0.TA_Teguh\dataset3\B\Jalan14.csv,4566,4174,137,32,0.7437411609339406,0.0,B,14
E:\0.TA_Teguh\dataset3\B\Jalan15.csv,11143,9846,329,33,0.8725988327759389,0.0,B,15
