input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\A\Jalan1.csv,3083,2619,111,29,0.6980138550194889,0.0,A,1
E:\0.TA_Teguh\dataset3\A\Jalan2.csv,6582,5349,113,28,0.7138473609994094,0.0,A,2
E:\0.TA_Teguh\dataset3\A\Jalan3.csv,6634,5776,119,34,0.6800686891884533,0.0,A,3
E:\0.TA_Teguh\dataset3\A\Jalan4.csv,2278,1689,96,36,0.5912642827823881,0.0,A,4
E:\0.TA_Teguh\dataset3\A\Jalan5.csv,2191,1263,127,60,0.5010036276085744,0.0,A,5
E:\0.TA_Teguh\dataset3\A\Jalan6.csv,3492,2186,127,56,0.528992557257295,0.0,A,6
E:\0.TA_Teguh\dataset3\A\Jalan7.csv,4143,3244,118,31,0.6983082361346595,0.0,A,7
E:\0.TA_Teguh\dataset3\A\Jalan8.csv,2944,2773,74,19,0.7086600331942844,0.0,A,8
E:\0.TA_Teguh\dataset3\A\Jalan9.csv,2540,1997,123,50,0.5574254846159689,0.0,A,9
E:\0.TA_Teguh\dataset3\A\Jalan10.csv,4160,3608,131,44,0.6278591201599278,0.0,A,10
E:\0.TA_Teguh\dataset3\A\Jalan11.csv,5655,4501,128,41,0.6396793660595406,0.0,A,11
E:\0.TA_Teguh\dataset3\A\Jalan12.csv,5041,4710,107,9,0.8698631286758518,0.0,A,12
E:\0.TA_Teguh\dataset3\A\Jalan13.csv,5401,4936,126,24,0.7660826448019901,0.0,A,13
E:\0.TA_Teguh\dataset3\A\Jalan14.csv,2631,2208,98,17,0.7821109625200289,0.0,A,14
E:\0.TA_Teguh\dataset3\A\Jalan15.csv,9628,8799,283,44,0.796444996725604,0.0,A,15
E:\0.TA_Teguh\dataset3\A\Jalan16.csv,9668,8949,251,22,0.8586693003150995,0.0,A,16
E:\0.TA_Teguh\dataset3\A\Jalan17.csv,10895,10198,202,8,0.901714473145303,0.0,A,17
E:\0.TA_Teguh\dataset3\A\Jalan18.csv,12556,12007,167,1,0.950737615422583,0.0,A,18
E:\0.TA_Teguh\dataset3\A\Jalan19.csv,10378,9619,235,13,0.8860059818479634,0.0,A,19
E:\0.TA_Teguh\dataset3\A\Jalan20.csv,8890,8272,197,23,0.8342809482166453,0.0,A,20
E:\0.TA_Teguh\dataset3\A\Jalan21.csv,8192,7713,161,12,0.8746420682823337,0.0,A,21
E:\0.TA_Teguh\dataset3\A\Jalan22.csv,9206,8742,132,7,0.8969929274820105,0.0,A,22
E:\0.TA_Teguh\dataset3\A\Jalan23.csv,14863,13383,494,70,0.8049680204628211,0.0,A,23
E:\0.TA_Teguh\dataset3\A\Jalan24.csv,22402,21017,456,24,0.8935983942553137,0.0,A,24
E:\0.TA_Teguh\dataset3\A\Jalan25.csv,2631,2344,88,14,0.7949668147602224,0.0,A,25
E:\0.TA_Teguh\dataset3\A\Jalan26.csv,5570,4775,101,25,0.7106527831587608,0.0,A,26
E:\0.TA_Teguh\dataset3\A\Jalan27.csv,5599,4747,96,25,0.7058340053684913,0.0,A,27
E:\0.TA_Teguh\dataset3\A\Jalan28.csv,1659,1381,83,31,0.5948614926720911,0.0,A,28
E:\0.TA_Teguh\dataset3\A\Jalan29.csv,2539,2364,62,14,0.7302881305386887,0.0,A,29
E:\0.TA_Teguh\dataset3\A\Jalan30.csv,3664,2844,89,23,0.6975210945042958,0.0,A,30
E:\0.TA_Teguh\dataset3\A\Jalan31.csv,2894,1844,97,33,0.6196981002364599,0.0,A,31
E:\0.TA_Teguh\dataset3\A\Jalan32.csv,1786,1035,105,52,0.47052098171164053,0.0,A,32
E:\0.TA_Teguh\dataset3\A\Jalan33.csv,2567,2074,95,29,0.6517650262141423,0.0,A,33
E:\0.TA_Teguh\dataset3\A\Jalan34.csv,2958,2534,98,35,0.6054229724447387,0.0,A,34
E:\0.TA_Teguh\dataset3\A\Jalan35.csv,3601,2792,86,25,0.6640195865160979,0.0,A,35
E:\0.TA_Teguh\dataset3\A\Jalan36.csv,3556,3201,94,23,0.7127948775119908,0.0,A,36
E:\0.TA_Teguh\dataset3\A\Jalan37.csv,3261,2839,107,30,0.6824207166441746,0.0,A,37
E:\0.TA_Teguh\dataset3\A\Jalan38.csv,2659,2260,91,31,0.6175212292450813,0.0,A,38
E:\0.TA_Teguh\dataset3\A\Jalan39.csv,7500,6866,205,23,0.8435866242717547,0.0,A,39
E:\0.TA_Teguh\dataset3\A\Jalan40.csv,9134,8534,189,12,0.8788501857381487,0.0,A,40
E:\0.TA_Teguh\dataset3\A\Jalan41.csv,9418,8814,163,1,0.9306096375142482,0.0,A,41
E:\0.TA_Teguh\dataset3\A\Jalan42.csv,7015,6644,117,5,0.9065890288873019,0.0,A,42
