input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3878,100,25,0.7119955448799155,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6301,108,19,0.7829716876705676,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,4970,96,10,0.8579191325130996,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,457,82,37,0.5180227043249017,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,1070,110,50,0.5180821048536753,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2603,112,39,0.6099827874237429,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,3003,111,36,0.6342162396064543,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3211,95,17,0.780206466428071,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6155,111,8,0.8818780304569657,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3688,123,26,0.7409783833659075,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4643,110,13,0.8441296297646669,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3860,114,19,0.7789445322896835,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,4940,126,21,0.7932628924450512,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3606,123,18,0.8036276404321308,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8331,301,56,0.7722936487519679,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10254,294,25,0.8678995230238834,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,11019,245,7,0.9113000240937871,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11585,198,3,0.9311106186960677,0.0,F,18
E:\0.TA_Teguh\dataset3\F\Jalan19.csv,8247,7556,258,45,0.783870000509467,0.0,F,19
E:\0.TA_Teguh\dataset3\F\Jalan20.csv,9388,8695,220,12,0.8917827670464806,0.0,F,20
E:\0.TA_Teguh\dataset3\F\Jalan21.csv,9462,8900,173,2,0.9273340409940162,0.0,F,21
E:\0.TA_Teguh\dataset3\F\Jalan22.csv,9664,9207,161,2,0.9341319085131498,0.0,F,22
E:\0.TA_Teguh\dataset3\F\Jalan23.csv,18062,16317,439,42,0.8518661745444956,0.0,F,23
E:\0.TA_Teguh\dataset3\F\Jalan24.csv,22036,20275,434,51,0.831012417258058,0.0,F,24
E:\0.TA_Teguh\dataset3\F\Jalan25.csv,3453,3036,81,11,0.8244205201729098,0.0,F,25
E:\0.TA_Teguh\dataset3\F\Jalan26.csv,5539,4959,93,17,0.7744459713165185,0.0,F,26
E:\0.TA_Teguh\dataset3\F\Jalan27.csv,4665,4172,90,16,0.7865988345255829,0.0,F,27
E:\0.TA_Teguh\dataset3\F\Jalan28.csv,473,253,79,43,0.4385623869801085,0.0,F,28
E:\0.TA_Teguh\dataset3\F\Jalan29.csv,1240,799,87,38,0.5355325793413334,0.0,F,29
E:\0.TA_Teguh\dataset3\F\Jalan30.csv,2841,2272,93,25,0.6901645471145851,0.0,F,30
E:\0.TA_Teguh\dataset3\F\Jalan31.csv,3337,2644,91,22,0.7124397839676241,0.0,F,31
E:\0.TA_Teguh\dataset3\F\Jalan32.csv,3182,2877,79,11,0.8091768745474134,0.0,F,32
E:\0.TA_Teguh\dataset3\F\Jalan33.csv,3324,2881,81,9,0.8487452761444056,0.0,F,33
E:\0.TA_Teguh\dataset3\F\Jalan34.csv,2533,2228,98,23,0.7181844523780236,0.0,F,34
E:\0.TA_Teguh\dataset3\F\Jalan35.csv,4576,4275,84,7,0.8657354934456746,0.0,F,35
