input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3938,100,28,0.7022764005125698,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6431,108,21,0.7859718500391124,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,5004,96,19,0.7821599910819882,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,296,82,67,0.1786261929771709,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,969,110,70,0.3572136090138524,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2628,112,49,0.5449638984824945,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,3011,111,47,0.5574411295206786,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3168,95,36,0.6016327182504282,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6199,111,20,0.7970177236005148,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3684,123,44,0.6237213092505891,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4669,110,26,0.7498581740452837,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3835,114,44,0.5944558681922769,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,4994,126,31,0.7366249040574646,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3635,123,33,0.7117899536819594,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8310,301,98,0.6584790672004431,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10202,294,80,0.7092121266577109,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,11204,245,35,0.8345804917669352,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11735,198,17,0.8884147272695101,0.0,F,18
