input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan53.csv,1947,1231,138,82,0.3934944353959859,0.0,F,53
E:\0.TA_Teguh\dataset3\F\Jalan54.csv,4092,2994,130,48,0.6045081634521144,0.0,F,54
E:\0.TA_Teguh\dataset3\F\Jalan55.csv,4443,3627,133,47,0.6231045079927369,0.0,F,55
E:\0.TA_Teguh\dataset3\F\Jalan56.csv,3864,3448,101,24,0.7400569980444782,0.0,F,56
E:\0.TA_Teguh\dataset3\F\Jalan57.csv,6498,5772,117,27,0.7466549353152914,0.0,F,57
E:\0.TA_Teguh\dataset3\F\Jalan58.csv,3802,3372,136,53,0.5905226994680165,0.0,F,58
E:\0.TA_Teguh\dataset3\F\Jalan59.csv,4491,3374,127,55,0.5520980061643121,0.0,F,59
E:\0.TA_Teguh\dataset3\F\Jalan60.csv,3606,3332,122,27,0.7604856161126219,0.0,F,60
E:\0.TA_Teguh\dataset3\F\Jalan61.csv,6686,5929,143,37,0.7174834499587576,0.0,F,61
E:\0.TA_Teguh\dataset3\F\Jalan62.csv,4638,4190,130,43,0.6378205452087049,0.0,F,62
E:\0.TA_Teguh\dataset3\F\Jalan63.csv,9391,8417,320,97,0.6728102259267175,0.0,F,63
E:\0.TA_Teguh\dataset3\F\Jalan64.csv,10980,10288,279,32,0.8537018244399875,0.0,F,64
E:\0.TA_Teguh\dataset3\F\Jalan65.csv,11212,10681,235,16,0.8979094324228226,0.0,F,65
E:\0.TA_Teguh\dataset3\F\Jalan66.csv,12077,11628,180,0,0.9649278086165114,0.8958333333333334,F,66
E:\0.TA_Teguh\dataset3\F\Jalan67.csv,7122,6474,273,89,0.6538027286984569,0.0,F,67
E:\0.TA_Teguh\dataset3\F\Jalan68.csv,9876,9220,260,38,0.8256642524041905,0.0,F,68
E:\0.TA_Teguh\dataset3\F\Jalan69.csv,10344,9884,207,9,0.9245297887411441,0.0,F,69
E:\0.TA_Teguh\dataset3\F\Jalan70.csv,10004,9617,166,7,0.9212138502572677,0.0,F,70
E:\0.TA_Teguh\dataset3\F\Jalan71.csv,20465,18734,480,83,0.7995901274736948,0.0,F,71
E:\0.TA_Teguh\dataset3\F\Jalan72.csv,24481,22868,437,57,0.8409792242138335,0.0,F,72
