input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3960,100,25,0.7322764005125698,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6446,108,19,0.8044903685576309,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,5062,96,10,0.8759099910819882,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,482,82,36,0.5566749734649757,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,1105,110,50,0.5390317908320343,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2690,112,39,0.6342496127682088,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,3087,111,36,0.6565402286197777,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3296,95,17,0.8016327182504281,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6267,111,8,0.9051258317086229,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3799,123,26,0.7691594302984663,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4748,110,13,0.8670298912170008,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3999,114,19,0.8111845586051779,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,5065,126,21,0.815989983422544,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3726,123,18,0.8337411731941545,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8568,301,56,0.7976448110173499,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10549,294,25,0.8962869565896837,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,11397,245,7,0.9488662060526494,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11842,198,3,0.9586167474715303,0.0,F,18
E:\0.TA_Teguh\dataset3\F\Jalan19.csv,8247,7763,258,44,0.8121305815163602,0.0,F,19
E:\0.TA_Teguh\dataset3\F\Jalan20.csv,9388,8915,220,12,0.9210718317766247,0.0,F,20
E:\0.TA_Teguh\dataset3\F\Jalan21.csv,9462,9146,173,2,0.9629520639122314,0.0,F,21
E:\0.TA_Teguh\dataset3\F\Jalan22.csv,9664,9419,161,2,0.963435550680548,0.0,F,22
E:\0.TA_Teguh\dataset3\F\Jalan23.csv,18062,16802,439,41,0.8853200271454243,0.0,F,23
E:\0.TA_Teguh\dataset3\F\Jalan24.csv,22036,20835,434,51,0.8604717889741933,0.0,F,24
E:\0.TA_Teguh\dataset3\F\Jalan25.csv,3453,3134,81,11,0.8525587306743236,0.0,F,25
E:\0.TA_Teguh\dataset3\F\Jalan26.csv,5539,5074,93,17,0.793494122791716,0.0,F,26
E:\0.TA_Teguh\dataset3\F\Jalan27.csv,4665,4242,90,16,0.8033365780208559,0.0,F,27
E:\0.TA_Teguh\dataset3\F\Jalan28.csv,473,262,79,43,0.45324492666264815,0.0,F,28
E:\0.TA_Teguh\dataset3\F\Jalan29.csv,1240,830,87,38,0.5542168862773316,0.0,F,29
E:\0.TA_Teguh\dataset3\F\Jalan30.csv,2841,2322,93,25,0.7098201150407273,0.0,F,30
E:\0.TA_Teguh\dataset3\F\Jalan31.csv,3337,2724,91,22,0.7389049032041006,0.0,F,31
E:\0.TA_Teguh\dataset3\F\Jalan32.csv,3182,2969,79,10,0.8508204074099834,0.0,F,32
E:\0.TA_Teguh\dataset3\F\Jalan33.csv,3324,2945,81,9,0.8711045419516055,0.0,F,33
E:\0.TA_Teguh\dataset3\F\Jalan34.csv,2533,2297,98,23,0.7438436511653417,0.0,F,34
E:\0.TA_Teguh\dataset3\F\Jalan35.csv,4576,4384,84,7,0.8925399297013017,0.0,F,35
E:\0.TA_Teguh\dataset3\F\Jalan36.csv,3777,3480,102,30,0.686049084337003,0.0,F,36
E:\0.TA_Teguh\dataset3\F\Jalan37.csv,5719,4949,105,19,0.8015436460677351,0.0,F,37
E:\0.TA_Teguh\dataset3\F\Jalan38.csv,3100,2911,109,26,0.7468682494547381,0.0,F,38
E:\0.TA_Teguh\dataset3\F\Jalan39.csv,7426,7021,202,21,0.8733129731448558,0.0,F,39
E:\0.TA_Teguh\dataset3\F\Jalan40.csv,7142,6870,193,7,0.9427514943787725,0.0,F,40
E:\0.TA_Teguh\dataset3\F\Jalan41.csv,8526,8148,164,4,0.9458364004827755,0.0,F,41
E:\0.TA_Teguh\dataset3\F\Jalan42.csv,9107,8808,140,7,0.9228511178656076,0.0,F,42
E:\0.TA_Teguh\dataset3\F\Jalan43.csv,6074,5659,204,27,0.8476078218958831,0.0,F,43
E:\0.TA_Teguh\dataset3\F\Jalan44.csv,7950,7550,194,12,0.9156481053976058,0.0,F,44
E:\0.TA_Teguh\dataset3\F\Jalan45.csv,8160,7878,157,3,0.955329796018177,0.0,F,45
E:\0.TA_Teguh\dataset3\F\Jalan46.csv,7447,7204,124,5,0.9349493238357937,0.0,F,46
E:\0.TA_Teguh\dataset3\F\Jalan47.csv,14865,13927,370,40,0.8719766641369723,0.0,F,47
E:\0.TA_Teguh\dataset3\F\Jalan48.csv,15693,14794,331,29,0.8900509343196532,0.0,F,48
E:\0.TA_Teguh\dataset3\F\Jalan49.csv,5410,4879,123,25,0.7837927913663499,0.0,F,49
E:\0.TA_Teguh\dataset3\F\Jalan50.csv,7666,7248,124,25,0.7802926407361831,0.0,F,50
E:\0.TA_Teguh\dataset3\F\Jalan51.csv,5928,5281,124,22,0.8029646164832559,0.0,F,51
E:\0.TA_Teguh\dataset3\F\Jalan52.csv,672,415,105,57,0.45609410430839,0.0,F,52
E:\0.TA_Teguh\dataset3\F\Jalan53.csv,1947,1326,138,66,0.5116852677834699,0.0,F,53
E:\0.TA_Teguh\dataset3\F\Jalan54.csv,4092,3094,130,36,0.7055321077577703,0.0,F,54
E:\0.TA_Teguh\dataset3\F\Jalan55.csv,4443,3665,133,44,0.6503978778718497,0.0,F,55
E:\0.TA_Teguh\dataset3\F\Jalan56.csv,3864,3499,101,20,0.7855241700871809,0.0,F,56
E:\0.TA_Teguh\dataset3\F\Jalan57.csv,6498,5831,117,21,0.8039811158224183,0.0,F,57
E:\0.TA_Teguh\dataset3\F\Jalan58.csv,3802,3480,136,38,0.7060556526039994,0.0,F,58
E:\0.TA_Teguh\dataset3\F\Jalan59.csv,4491,3435,127,46,0.6255052168134465,0.0,F,59
E:\0.TA_Teguh\dataset3\F\Jalan60.csv,3606,3417,122,16,0.8564841852391113,0.0,F,60
E:\0.TA_Teguh\dataset3\F\Jalan61.csv,6686,5966,143,36,0.7286635244279143,0.0,F,61
E:\0.TA_Teguh\dataset3\F\Jalan62.csv,4638,4303,130,28,0.7597685273109237,0.0,F,62
E:\0.TA_Teguh\dataset3\F\Jalan63.csv,9391,8632,320,67,0.77243455384812,0.0,F,63
E:\0.TA_Teguh\dataset3\F\Jalan64.csv,10980,10478,279,11,0.9364063794427894,0.0,F,64
E:\0.TA_Teguh\dataset3\F\Jalan65.csv,11212,10834,235,6,0.9512267467565564,0.0,F,65
E:\0.TA_Teguh\dataset3\F\Jalan66.csv,12077,11687,180,0,0.970450021235097,0.9166666666666666,F,66
E:\0.TA_Teguh\dataset3\F\Jalan67.csv,7122,6651,273,65,0.7476495631196609,0.0,F,67
E:\0.TA_Teguh\dataset3\F\Jalan68.csv,9876,9470,260,6,0.956678369014356,0.0,F,68
E:\0.TA_Teguh\dataset3\F\Jalan69.csv,10344,9991,207,4,0.9583352681781401,0.0,F,69
E:\0.TA_Teguh\dataset3\F\Jalan70.csv,10004,9725,166,2,0.9624931417901652,0.0,F,70
E:\0.TA_Teguh\dataset3\F\Jalan71.csv,20465,19045,480,52,0.8712553174211046,0.0,F,71
E:\0.TA_Teguh\dataset3\F\Jalan72.csv,24481,23105,437,37,0.8930683704474687,0.0,F,72
