input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3920,100,28,0.6991988325598042,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6390,108,21,0.7805392974377201,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,4977,96,19,0.776649572860328,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,293,82,67,0.17617023091755027,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,962,110,70,0.35392994192336713,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2601,112,49,0.5374210624071903,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,2992,111,47,0.5537639066000432,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3138,95,36,0.5964255977249472,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6167,111,20,0.790093444119188,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3644,123,44,0.6174639473896321,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4643,110,26,0.7440166823267761,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3803,114,44,0.5881212112260121,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,4958,126,31,0.7309561389660487,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3605,123,33,0.7049614366462374,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8245,301,98,0.6518834958115584,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10129,294,80,0.7027789466382766,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,11105,245,36,0.8229623001337203,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11657,198,17,0.8812329600681907,0.0,F,18
E:\0.TA_Teguh\dataset3\F\Jalan19.csv,8247,7410,258,92,0.6203148444912491,0.0,F,19
E:\0.TA_Teguh\dataset3\F\Jalan20.csv,9388,8674,220,39,0.7914226032682298,0.0,F,20
E:\0.TA_Teguh\dataset3\F\Jalan21.csv,9462,8992,173,12,0.895961456987904,0.0,F,21
E:\0.TA_Teguh\dataset3\F\Jalan22.csv,9664,9251,161,17,0.8647583196328672,0.0,F,22
E:\0.TA_Teguh\dataset3\F\Jalan23.csv,18062,16310,439,97,0.7522059251643519,0.0,F,23
E:\0.TA_Teguh\dataset3\F\Jalan24.csv,22036,20462,434,85,0.7763036708012102,0.0,F,24
E:\0.TA_Teguh\dataset3\F\Jalan25.csv,3453,3106,81,12,0.8338197209921873,0.0,F,25
E:\0.TA_Teguh\dataset3\F\Jalan26.csv,5539,5011,93,21,0.7440684575927148,0.0,F,26
E:\0.TA_Teguh\dataset3\F\Jalan27.csv,4665,4165,90,23,0.7198099495339686,0.0,F,27
E:\0.TA_Teguh\dataset3\F\Jalan28.csv,473,84,79,74,0.060839863371508936,0.0,F,28
E:\0.TA_Teguh\dataset3\F\Jalan29.csv,1240,688,87,59,0.30997300196841937,0.0,F,29
E:\0.TA_Teguh\dataset3\F\Jalan30.csv,2841,2226,93,36,0.5859135639559403,0.0,F,30
E:\0.TA_Teguh\dataset3\F\Jalan31.csv,3337,2627,91,32,0.623069168918008,0.0,F,31
E:\0.TA_Teguh\dataset3\F\Jalan32.csv,3182,2869,79,22,0.6922640054713264,0.0,F,32
E:\0.TA_Teguh\dataset3\F\Jalan33.csv,3324,2879,81,18,0.7558392762434879,0.0,F,33
E:\0.TA_Teguh\dataset3\F\Jalan34.csv,2533,2134,98,44,0.5256555648160841,0.0,F,34
E:\0.TA_Teguh\dataset3\F\Jalan35.csv,4576,4287,84,16,0.7785928572263727,0.0,F,35
E:\0.TA_Teguh\dataset3\F\Jalan36.csv,3777,3347,102,46,0.523578981599086,0.0,F,36
E:\0.TA_Teguh\dataset3\F\Jalan37.csv,5719,4876,105,27,0.7228352682670206,0.0,F,37
E:\0.TA_Teguh\dataset3\F\Jalan38.csv,3100,2749,109,47,0.5478653875263574,0.0,F,38
E:\0.TA_Teguh\dataset3\F\Jalan39.csv,7426,6798,202,47,0.7367135525331533,0.0,F,39
E:\0.TA_Teguh\dataset3\F\Jalan40.csv,7142,6590,193,41,0.7579897492365028,0.0,F,40
E:\0.TA_Teguh\dataset3\F\Jalan41.csv,8526,7989,164,18,0.853353026894832,0.0,F,41
E:\0.TA_Teguh\dataset3\F\Jalan42.csv,9107,8728,140,10,0.893558347443765,0.0,F,42
E:\0.TA_Teguh\dataset3\F\Jalan43.csv,6074,5402,204,60,0.6814185057842179,0.0,F,43
E:\0.TA_Teguh\dataset3\F\Jalan44.csv,7950,7309,194,38,0.7740092435084885,0.0,F,44
E:\0.TA_Teguh\dataset3\F\Jalan45.csv,8160,7728,157,17,0.8603439280468683,0.0,F,45
E:\0.TA_Teguh\dataset3\F\Jalan46.csv,7447,7103,124,13,0.8623549506275329,0.0,F,46
E:\0.TA_Teguh\dataset3\F\Jalan47.csv,14865,13492,370,95,0.7189305993656573,0.0,F,47
E:\0.TA_Teguh\dataset3\F\Jalan48.csv,15693,14473,331,60,0.7893693018840294,0.0,F,48
E:\0.TA_Teguh\dataset3\F\Jalan49.csv,5410,4820,123,30,0.7378902429544483,0.0,F,49
E:\0.TA_Teguh\dataset3\F\Jalan50.csv,7666,7193,124,29,0.7441823965869735,0.0,F,50
