timestamp,frame,x,y,z,doppler,SNR,cluster_id
20:02:31.046904,1,-0.132931666486254,0.2152534153089006,2.0020360067706524,0.2088800055789761,4.639999896287918,0
20:02:31.046904,1,0.0121866229252316,0.2526971592830719,2.002153599886902,-3.131240083632292,4.359999902546406,0
20:02:31.046904,1,4.989945880910974,2.9020793418510307,6.209781549925085,-2.922360078053316,2.999999932944774,0
20:02:31.101730,2,-0.0189223533215187,0.2510496133435346,2.025000845293035,-1.4613200390303973,3.999999910593033,0
20:02:31.101730,2,2.1169369584706974,6.654927624429064,1.3026091705327991,1.1132800297345966,3.1199999302625656,0
20:02:31.101730,2,2.880484101868777,6.358612100264608,0.808987610887181,0.1391600037168245,3.1199999302625656,0
20:02:31.156785,3,-2.900516795759675,0.5620943505833988,-4.43573610959374,-2.2962800613313448,3.359999924898148,0
20:02:31.156785,3,-0.0213174966288889,0.2172830376366098,2.1278383822387226,2.922360078053316,2.999999932944774,0
20:02:31.156785,3,1.7017349872202971,0.3121057408783736,-4.801656105782934,0.6958000185841229,3.759999915957451,0
20:02:31.156785,3,2.09009519269248,5.560197144985131,-1.6176980788173705,-2.992080079915468,2.999999932944774,0
20:02:31.211023,4,0.1273645870645813,0.1501692283070863,1.841140090293203,-2.2962800613313448,4.119999907910824,0
20:02:31.267320,5,-5.876541191365943,3.836503631062638,2.057803603483833,2.644040070619667,2.999999932944774,0
20:02:31.267320,5,-3.267766741116596,6.174764403174739,3.4959512658662693,3.896480104071088,2.999999932944774,0
20:02:31.267320,5,-3.158525277388938,3.591729893479785,-3.222149122549961,-0.4872000130126253,3.2399999275803566,0
20:02:31.267320,5,-0.0084627451486321,0.2401358797576978,2.0791968893206967,0.2088800055789761,3.63999991863966,0
20:02:31.267320,5,1.479857549035336,5.414350486463588,-2.2131541849127494,3.33984008920379,3.1199999302625656,0
20:02:31.321256,6,-1.6990854197889045,2.196926120910528,1.381879714741498,-0.0697200018621515,3.1199999302625656,0
20:02:31.321256,6,0.0254988143381622,0.1689277882086924,1.8133928754875743,-1.5307600408850703,3.519999921321869,0
20:02:31.376647,7,-5.086310074773495,0.8960929125841255,-2.752084285534856,-2.644040070619667,3.359999924898148,0
20:02:31.376647,7,-0.0265012331148767,0.2343768407468529,2.0915105854283764,1.7396400464640465,4.759999893605709,0
20:02:31.376647,7,3.7967097760004695,5.892819250174842,3.0036549085028126,0.974120026017772,3.1199999302625656,0
20:02:31.376647,7,4.280252849177083,2.339709278960357,-3.220065242500981,4.174800111504737,2.999999932944774,0
20:02:31.431580,8,0.8301838935472753,6.468540556825519,4.917646802905836,-0.4872000130126253,3.1199999302625656,0
20:02:31.431580,8,0.0341178269956468,0.2170210604817618,1.8745135893054727,3.2006800854869653,4.119999907910824,0
20:02:31.431580,8,1.039022680248668,6.010631455833528,5.597275133464758,-0.4872000130126253,3.63999991863966,0
20:02:31.487236,9,-4.737381128632574,4.371373953876378,5.224899191461674,4.035640107787913,3.1199999302625656,0
20:02:31.487236,9,-3.8762169348332,5.263844326449038,-0.7229638621900749,-0.904680024163099,2.999999932944774,0
20:02:31.487236,9,-0.0745858211221575,0.2080745328803818,1.8769108041513256,-3.757320100354264,3.879999913275242,0
20:02:31.487236,9,3.2100222452014204,6.06565053853749,3.4695164072595635,-0.7655200204462744,3.2399999275803566,0
20:02:31.487236,9,6.278945537819629,1.4094721209480825,-0.8007265155523946,0.4872000130126253,3.2399999275803566,0
20:02:31.541415,10,-1.8915348450887544,2.206052145448572,1.3781248012622356,-0.0697200018621515,3.2399999275803566,0
20:02:31.541415,10,-1.760096702549608,2.22887473429716,1.3726643082981624,-0.0697200018621515,3.359999924898148,0
20:02:31.541415,10,-1.698405808305539,2.2254971941786565,1.492035158162293,-0.0697200018621515,3.359999924898148,0
20:02:31.541415,10,-1.6382632677935955,2.191956980164097,1.4990580894719534,-0.0697200018621515,3.879999913275242,0
