input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3867,100,27,0.6950907829751537,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6301,108,19,0.7829716876705676,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,4943,96,15,0.8058357991797663,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,315,82,63,0.21808077633419326,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,1010,110,61,0.42067950745107785,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2566,112,46,0.5489708826618381,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,2969,111,42,0.5814491868394015,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3155,95,27,0.6749433085333342,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6103,111,18,0.7932894418683771,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3617,123,39,0.6409977407023381,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4602,110,21,0.7729175085525456,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3772,114,35,0.6420397703849217,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,4913,126,26,0.7562258554080141,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3540,123,30,0.7085831185583404,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8165,301,87,0.6728631788896043,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10065,294,60,0.7509575081226847,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,10931,245,23,0.8491037169995208,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11569,198,6,0.9159591035445526,0.0,F,18
E:\0.TA_Teguh\dataset3\F\Jalan19.csv,8247,7383,258,77,0.662792111989718,0.0,F,19
E:\0.TA_Teguh\dataset3\F\Jalan20.csv,9388,8591,220,31,0.808232983496697,0.0,F,20
E:\0.TA_Teguh\dataset3\F\Jalan21.csv,9462,8871,173,7,0.9016665485635179,0.0,F,21
E:\0.TA_Teguh\dataset3\F\Jalan22.csv,9664,9163,161,10,0.8862170904119964,0.0,F,22
E:\0.TA_Teguh\dataset3\F\Jalan23.csv,18062,16107,439,80,0.770675155995846,0.0,F,23
E:\0.TA_Teguh\dataset3\F\Jalan24.csv,22036,20152,434,74,0.7821590049253829,0.0,F,24
E:\0.TA_Teguh\dataset3\F\Jalan25.csv,3453,3031,81,12,0.8141324543292885,0.0,F,25
E:\0.TA_Teguh\dataset3\F\Jalan26.csv,5539,4942,93,20,0.7421879068003895,0.0,F,26
E:\0.TA_Teguh\dataset3\F\Jalan27.csv,4665,4156,90,19,0.7548528027795512,0.0,F,27
E:\0.TA_Teguh\dataset3\F\Jalan28.csv,473,104,79,71,0.09407775768535262,0.0,F,28
E:\0.TA_Teguh\dataset3\F\Jalan29.csv,1240,727,87,51,0.38774932810980633,0.0,F,29
E:\0.TA_Teguh\dataset3\F\Jalan30.csv,2841,2246,93,30,0.637937204564662,0.0,F,30
