input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\J\Jalan1.csv,4994,4259,110,20,0.7841364102603832,0.0,J,1
E:\0.TA_Teguh\dataset3\J\Jalan2.csv,6745,6194,105,6,0.8922451410158708,0.0,J,2
E:\0.TA_Teguh\dataset3\J\Jalan3.csv,6898,5847,119,29,0.7166455065622749,0.0,J,3
E:\0.TA_Teguh\dataset3\J\Jalan4.csv,1354,1015,98,45,0.5110463369374563,0.0,J,4
E:\0.TA_Teguh\dataset3\J\Jalan5.csv,2442,1571,122,53,0.5386394073598917,0.0,J,5
E:\0.TA_Teguh\dataset3\J\Jalan6.csv,4879,2850,120,44,0.5930152019374338,0.0,J,6
E:\0.TA_Teguh\dataset3\J\Jalan7.csv,5028,3895,108,26,0.70993366426013,0.0,J,7
E:\0.TA_Teguh\dataset3\J\Jalan8.csv,3938,3565,98,21,0.7433198197773588,0.0,J,8
E:\0.TA_Teguh\dataset3\J\Jalan9.csv,5710,4647,115,26,0.7261275210825613,0.0,J,9
E:\0.TA_Teguh\dataset3\J\Jalan10.csv,4724,4023,130,53,0.5583159104311289,0.0,J,10
E:\0.TA_Teguh\dataset3\J\Jalan11.csv,5916,5248,127,28,0.7394134565116697,0.0,J,11
E:\0.TA_Teguh\dataset3\J\Jalan12.csv,4939,4468,112,24,0.7348759290160997,0.0,J,12
E:\0.TA_Teguh\dataset3\J\Jalan13.csv,6107,5178,134,34,0.7045242665819856,0.0,J,13
E:\0.TA_Teguh\dataset3\J\Jalan14.csv,4291,3833,115,26,0.7306095704614489,0.0,J,14
E:\0.TA_Teguh\dataset3\J\Jalan15.csv,9992,7609,320,93,0.6721269095645156,0.0,J,15
E:\0.TA_Teguh\dataset3\J\Jalan16.csv,10075,9212,244,40,0.7871181212913838,0.0,J,16
E:\0.TA_Teguh\dataset3\J\Jalan17.csv,9776,9012,228,28,0.8288336470690921,0.0,J,17
E:\0.TA_Teguh\dataset3\J\Jalan18.csv,11686,10974,178,8,0.9000412283560152,0.0,J,18
E:\0.TA_Teguh\dataset3\J\Jalan19.csv,10180,9185,250,48,0.76584143602008,0.0,J,19
E:\0.TA_Teguh\dataset3\J\Jalan20.csv,11936,11196,233,18,0.8745956286875266,0.0,J,20
E:\0.TA_Teguh\dataset3\J\Jalan21.csv,12496,11724,206,3,0.9272005761183093,0.0,J,21
E:\0.TA_Teguh\dataset3\J\Jalan22.csv,11082,10407,184,10,0.8914216877398922,0.0,J,22
