timestamp,frame,cx,cy,cz,v_walk,step_event,step_time,step_length,step_count,cadence_spm
1762771490.629504,66,-0.022140,2.794717,1.992214,53.025960,0,,,5,96.090150
1762771490.698122,67,0.051551,0.321049,0.968529,36.065920,0,,,5,94.023668
1762771490.748770,68,0.405799,1.696109,0.532274,28.035956,0,,,5,92.554493
1762771490.804609,69,0.045503,0.129383,1.829412,28.789997,0,,,5,90.987029
1762771490.852539,70,1.367734,0.097590,1.211013,27.594816,0,,,5,89.683336
1762771490.916030,71,-1.253564,3.380968,0.343040,66.172571,0,,,5,88.012813
1762771490.963607,72,0.028066,0.177178,1.847753,72.527415,0,,,5,86.801248
1762771491.028645,73,-0.158258,2.703946,1.803862,38.956435,0,,,5,85.198010
1762771491.076808,74,1.860674,2.629508,1.004132,41.946847,0,,,5,84.048389
1762771491.123647,75,-0.061583,4.732542,1.360705,60.829841,0,,,5,82.959762
1762771491.189687,76,-0.044559,0.846673,2.109870,58.841038,0,,,5,81.471889
1762771491.237456,77,-0.151820,0.196643,1.916631,13.792031,0,,,5,80.428527
1762771491.303789,78,-0.991192,0.405219,0.746334,13.038670,0,,,5,79.023208
1762771491.363238,79,-1.941016,0.497995,0.832678,16.053236,0,,,5,77.804829
1762771491.412107,80,-0.041371,0.753015,1.506698,39.220977,0,,,5,76.831063
1762771491.470047,81,-1.862338,0.625132,0.879444,31.505374,0,,,5,75.707646
1762771491.526998,82,-1.865389,0.642568,0.937622,0.310808,0,,,5,74.634989
1762771491.586342,83,-1.767250,0.470320,0.875744,3.340627,0,,,5,73.549136
1762771491.638119,84,-1.778683,0.666722,-1.013239,3.799631,0,,,5,72.627211
1762771491.697871,85,-1.609533,0.519870,1.151707,3.748866,1,1.179972,4.423556,6,85.909927
1762771491.745619,86,-1.690292,0.604234,0.886192,2.445952,0,,,6,84.942066
1762771491.808820,87,-1.567441,0.619968,1.101554,1.959667,0,,,6,83.693984
1762771491.856423,88,-1.587751,0.695808,-0.817067,1.649299,0,,,6,82.777886
1762771491.906015,89,-1.537518,0.629100,1.269339,1.683862,0,,,6,81.844603
1762771491.953301,90,-1.505159,0.625157,0.919879,0.689385,0,,,6,80.974116
1762771492.016562,91,-1.463249,0.313896,0.847777,4.964659,0,,,6,79.838085
1762771492.064384,92,-1.406558,0.602633,1.340893,6.153004,0,,,6,79.000240
1762771492.130110,93,-1.382801,0.486168,1.161470,1.808455,0,,,6,77.876996
1762771492.193218,94,-1.367110,0.557755,1.287631,1.161307,0,,,6,76.828159
1762771492.249560,95,-1.304896,0.563717,1.281359,1.109265,0,,,6,75.915352
1762771492.306266,96,-1.295673,0.542029,1.295658,0.415609,0,,,6,75.018281
1762771492.367382,97,-1.233094,0.647379,1.301861,2.004969,0,,,6,74.074901
1762771492.414651,98,-1.226478,0.629164,1.292233,0.409968,0,,,6,73.361362
1762771492.465688,99,-1.226478,0.629164,1.314243,0.000000,0,,,6,72.606223
1762771492.574498,100,-1.195856,0.698478,1.347554,0.696416,0,,,6,71.047089
1762771492.588139,101,-1.125947,0.898950,-0.317360,15.564437,0,,,6,70.856339
1762771492.643559,102,-1.072002,0.848527,1.437542,1.332392,0,,,6,70.091783
1762771492.689691,103,-1.147241,0.810297,1.585911,1.829376,0,,,6,69.467821
1762771492.746516,104,-0.981088,0.883031,1.538384,3.191826,0,,,6,68.714349
1762771492.803471,105,-1.045951,0.827481,1.432496,1.499420,0,,,6,67.975378
1762771492.843099,106,-0.792778,1.090252,1.079017,9.208016,0,,,6,67.470530
1762771492.907556,107,-0.875124,0.670624,1.373660,6.634374,0,,,6,66.665188
1762771492.954345,108,-0.718519,0.932272,1.373802,6.517218,0,,,6,66.092534
1762771493.016785,109,-0.619937,0.991498,0.873144,1.841828,0,,,6,65.343472
1762771493.064653,110,-0.592337,0.896757,1.323396,2.061463,0,,,6,64.780620
1762771493.125569,111,-0.578798,0.924679,1.470119,0.509419,0,,,6,64.078229
1762771493.176809,112,-0.531659,0.907856,1.413919,0.976789,0,,,6,63.499080
1762771493.240255,113,-0.479145,0.945557,1.383529,1.018920,0,,,6,62.796328
1762771493.295326,114,-0.421378,0.938692,1.378606,1.056341,0,,,6,62.198830
1762771493.336417,115,-0.410079,0.951860,1.499768,0.422259,0,,,6,61.760362
1762771493.408493,116,-0.348227,0.943579,1.402878,0.865805,0,,,6,61.006015
1762771493.462732,117,-0.321597,0.949395,1.330176,0.502546,0,,,6,60.450395
1762771493.514599,118,-0.233794,0.950582,1.277032,1.692991,0,,,6,59.928453
1762771493.567800,119,-0.255020,0.950582,1.294503,0.398977,0,,,6,59.402368
1762771493.621994,120,-0.210683,0.963847,1.273727,0.853950,0,,,6,58.875876
1762771493.670079,121,-0.158370,1.054282,1.328114,2.172745,0,,,6,58.416493
1762771493.719525,122,-0.075039,0.988244,1.320468,2.150323,0,,,6,57.951515
1762771493.781266,123,-0.098490,0.971416,1.280206,0.467510,0,,,6,57.381213
1762771493.830348,124,-0.005804,1.041168,1.401346,2.363424,0,,,6,56.935794
1762771493.878794,125,0.000000,1.077998,1.406395,0.769599,0,,,6,56.502862
1762771493.941444,126,0.039860,1.094101,1.338345,0.686197,0,,,6,55.952678
1762771494.003657,127,0.172787,1.056984,1.309569,2.218398,0,,,6,55.416835
1762771494.052207,128,0.079351,1.032288,1.136804,1.990624,0,,,6,55.005747
1762771494.117085,129,0.162269,1.027070,1.399958,1.280575,0,,,6,54.465828
1762771494.162414,130,0.235314,1.005119,1.428097,1.682647,0,,,6,54.094844
1762771494.226104,131,0.253338,1.009253,1.439027,0.290327,0,,,6,53.582044
1762771494.274724,132,0.255020,1.006021,-0.702573,0.074936,0,,,6,53.197088
1762771494.337952,133,0.349498,0.923187,1.248298,1.987233,1,2.640080,5.246454,7,61.488767
1762771494.393069,134,0.365173,0.966676,1.421581,0.838715,0,,,7,60.996567
1762771494.451350,135,0.381645,0.989553,1.496502,0.483699,0,,,7,60.484619
1762771494.497748,136,0.425799,0.983762,1.436262,0.959793,0,,,7,60.083154
1762771494.556261,137,0.446842,1.007591,1.392283,0.543297,0,,,7,59.584401
1762771494.611482,138,0.474600,1.087761,-0.373685,1.536352,0,,,7,59.121236
