timestamp,frame,cx,cy,cz,v_walk,step_event,step_time,step_length,step_count,cadence_spm
1762771721.851062,129,0.960980,0.914710,1.224433,11.424792,0,,,9,78.724259
1762771721.914701,130,0.869208,1.122628,1.334932,3.571246,0,,,9,78.000594
1762771721.964229,131,0.942864,1.055246,1.272726,2.015611,0,,,9,77.446541
1762771722.025729,132,0.834706,1.057018,1.359712,1.758893,0,,,9,76.769405
1762771722.073350,133,0.884813,1.010978,1.431286,1.428922,0,,,9,76.253166
1762771722.120505,134,0.830020,1.060538,1.214807,1.566778,0,,,9,75.748776
1762771722.201133,135,0.736680,1.074486,1.323221,1.170512,0,,,9,74.901632
1762771722.247736,136,0.692397,1.181669,-0.322926,2.488487,0,,,9,74.420569
1762771722.295388,137,0.659700,1.007560,1.363566,3.717621,1,0.556001,2.067001,10,82.150025
1762771722.361186,138,0.655186,1.016283,1.343618,0.149275,0,,,10,81.416556
1762771722.422901,139,0.656551,0.967025,1.289237,0.798455,0,,,10,80.740407
1762771722.470870,140,0.608126,0.981138,1.315247,1.051504,0,,,10,80.222564
1762771722.534490,141,0.568527,0.997431,1.363178,0.673065,0,,,10,79.545927
1762771722.588893,142,0.485168,0.981013,1.345887,1.561678,0,,,10,78.976305
1762771722.630527,143,0.502773,0.933287,1.293637,1.221808,0,,,10,78.545852
1762771722.695108,144,0.404269,0.982523,1.380182,1.705227,0,,,10,77.887378
1762771722.756433,145,0.424460,0.946237,1.379652,0.677140,0,,,10,77.272231
1762771722.803727,146,0.358746,0.967327,1.396866,1.459279,0,,,10,76.804425
1762771722.854533,147,0.380004,0.953536,1.375556,0.498744,0,,,10,76.308151
1762771722.917377,148,0.361777,0.965766,1.338140,0.349276,0,,,10,75.703095
1762771722.967328,149,0.286952,0.974951,1.371246,1.509229,0,,,10,75.228975
1762771723.021144,150,0.268971,1.011864,1.376670,0.762954,0,,,10,74.724762
1762771723.084062,151,0.196888,1.000739,1.417649,1.159228,0,,,10,74.143780
1762771723.137853,152,0.150489,1.030421,1.371002,1.023980,0,,,10,73.654192
1762771723.190673,153,0.126829,1.059590,1.415507,0.711054,0,,,10,73.179693
1762771723.238041,154,0.140338,1.084676,1.371002,0.601518,0,,,10,72.759339
1762771723.296810,155,0.081195,1.091448,1.370291,1.012955,0,,,10,72.244484
1762771723.344400,156,0.032421,1.077678,1.414079,1.064927,0,,,10,71.832861
1762771723.418012,157,0.025081,1.064135,1.414071,0.209259,0,,,10,71.205333
1762771723.457868,158,-0.098832,0.970740,0.791022,3.893277,0,,,10,70.870127
1762771723.516459,159,0.024438,1.015729,1.394282,2.239632,0,,,10,70.383030
1762771723.567849,160,-0.056178,0.962956,1.393811,1.874970,0,,,10,69.961288
1762771723.631555,161,-0.066893,0.985785,1.271315,0.395861,0,,,10,69.445425
1762771723.686959,162,-0.137186,0.985266,1.314790,1.268787,0,,,10,69.002943
1762771723.744843,163,-0.158614,0.977352,1.345064,0.394614,0,,,10,68.546625
1762771723.838152,-1,,,,,0,,,10,67.823626
1762771723.901355,166,-0.329932,0.947921,1.421581,2.750315,0,,,10,67.342503
1762771723.965004,167,-0.331001,0.971869,1.414165,0.376632,0,,,10,66.864832
1762771724.015430,168,-0.331955,0.958586,1.440270,0.264109,0,,,10,66.491184
1762771724.059949,169,-0.329716,0.906456,1.285453,1.172021,0,,,10,66.164755
1762771724.117295,170,-0.419791,0.970654,1.421581,1.928858,0,,,10,65.748975
1762771724.170939,171,-0.456571,0.810288,1.217985,3.067070,0,,,10,65.364736
1762771724.219370,172,-0.514213,0.952877,1.038960,3.175612,0,,,10,65.021672
1762771724.282548,173,-0.485703,0.793228,0.806819,2.566914,0,,,10,64.579520
1762771724.334517,174,-0.563125,0.940204,1.383756,3.196552,1,2.039129,6.518183,11,70.642334
1762771724.393608,175,-0.537209,0.846006,1.150292,1.653351,0,,,11,70.198350
1762771724.449391,176,-0.695657,0.871768,1.447425,2.877737,0,,,11,69.784310
1762771724.503312,177,-0.795333,0.806697,1.577831,2.207580,0,,,11,69.388704
1762771724.550628,178,-0.747887,0.773457,1.664879,1.224311,0,,,11,69.045232
1762771724.600265,179,-0.636952,0.808286,1.150278,2.342506,0,,,11,68.688553
1762771724.661978,180,-0.750233,0.840491,1.229651,1.908363,0,,,11,68.250204
1762771724.722486,181,-0.703447,0.852180,1.218170,0.796996,0,,,11,67.825812
1762771724.776357,182,-1.063188,0.751627,1.664879,6.933728,0,,,11,67.452384
1762771724.820869,183,-1.093819,0.743157,1.652668,0.713978,0,,,11,67.146925
1762771724.885072,184,-0.954166,0.756430,1.624028,2.184970,0,,,11,66.711175
1762771724.933672,185,-1.105589,0.837180,-0.188520,3.531067,0,,,11,66.385069
1762771725.000820,186,-1.084526,0.739084,1.555545,1.494183,1,0.666303,0.995580,12,70.973073
1762771725.062942,187,-1.062563,0.776922,1.453803,0.704270,0,,,12,70.502104
1762771725.111778,188,-1.098125,0.737455,1.510046,1.087830,0,,,12,70.136222
1762771725.170072,189,-1.113181,0.746854,1.468015,0.304464,0,,,12,69.704418
1762771725.220886,190,-1.176502,0.623097,1.367266,2.735795,0,,,12,69.332343
1762771725.280437,191,-1.140752,0.654098,1.440080,0.794599,0,,,12,68.901314
1762771725.332851,192,-1.165165,0.535862,1.295497,2.303397,0,,,12,68.526349
1762771725.391239,193,-1.210039,0.483317,1.282473,1.183426,0,,,12,68.113424
1762771725.440807,194,-1.242898,0.475170,1.354641,0.682980,0,,,12,67.766762
1762771725.490410,195,-1.245896,0.578815,1.335551,2.090348,0,,,12,67.423367
1762771725.553645,196,-1.306076,0.569636,1.327893,0.962701,0,,,12,66.990615
1762771725.615557,197,-1.324703,0.602633,1.317534,0.612011,0,,,12,66.572271
1762771725.663452,198,-1.345402,0.579805,1.298886,0.643377,0,,,12,66.252200
1762771725.711037,199,-1.352868,0.678279,1.330460,2.075379,0,,,12,66.110947
1762771725.759032,200,-1.358402,0.612365,1.295620,1.378182,0,,,12,65.763169
1762771725.982297,201,-1.362033,0.535745,1.268667,0.343566,0,,,12,64.192319
1762771725.992001,202,-1.432926,1.091119,-0.616427,57.699413,0,,,12,64.125748
1762771725.998102,203,-1.414683,0.782148,-0.548253,50.725757,0,,,12,64.083958
1762771725.998102,204,-1.407624,0.834987,-0.569262,53307.947496,0,,,12,64.083958
1762771726.046380,205,-1.447054,0.675598,1.261880,3.400991,1,1.045560,3.555940,13,70.130730
1762771726.093486,206,-1.392452,0.587402,1.166276,2.202080,0,,,13,69.781448
1762771726.163838,207,-1.501051,0.566580,1.210929,1.571766,0,,,13,69.266227
1762771726.204889,208,-1.481577,0.486168,1.117059,2.015437,0,,,13,68.969088
1762771726.265767,209,-1.480086,0.504775,1.187789,0.306632,0,,,13,68.533105
1762771726.315947,210,-1.523911,0.710799,-0.590356,4.197520,0,,,13,68.177855
1762771726.363783,211,-1.523911,0.542850,1.174959,3.510970,1,0.317403,1.114391,14,74.010127
1762771726.427344,212,-1.593630,0.444049,1.187372,1.902480,0,,,14,73.529719
1762771726.474861,213,-1.551100,0.619755,1.195341,3.804523,0,,,14,73.174626
1762771726.524386,214,-1.500782,0.588755,1.230234,1.193340,0,,,14,72.808157
1762771726.588410,215,-1.501653,0.756008,1.243233,2.612401,0,,,14,72.339816
1762771726.634485,216,-1.511938,0.639539,1.192653,2.537643,0,,,14,72.006481
1762771726.698167,217,0.004408,0.503538,1.085512,23.906771,0,,,14,70.484115
1762771726.746076,218,-1.564095,0.684111,1.164802,32.955118,0,,,14,70.125322
1762771726.807539,219,0.004090,3.221711,1.868685,48.534072,0,,,14,69.670341
1762771726.857100,220,0.119635,0.161833,1.782899,61.784197,0,,,14,69.307746
1762771726.908857,221,0.142276,1.628646,2.012611,28.343438,0,,,14,68.933084
1762771726.968059,222,-0.056706,0.265018,1.799061,23.277520,0,,,14,68.509472
1762771727.025682,223,0.164329,6.662917,3.780881,111.097178,0,,,14,68.102128
1762771727.078861,224,-2.014708,1.446912,-2.236408,106.297396,0,,,14,67.730467
1762771727.126499,225,,,,,0,,,14,67.400964
1762771727.190338,226,0.084870,0.230250,2.061573,38.011900,0,,,14,66.964399
1762771727.237827,227,-2.794121,3.222009,-0.626927,87.431175,0,,,14,66.643293
1762771727.301669,228,-0.662992,0.362844,-0.881946,55.857196,0,,,14,66.216435
1762771727.355171,229,-1.274098,3.184983,3.193292,53.969996,0,,,14,64.501553
1762771727.397133,230,-0.105520,3.536874,-3.835390,29.083932,0,,,14,64.211894
1762771727.461093,231,-0.132321,2.936081,-1.972876,9.402589,0,,,14,63.775352
1762771727.509126,232,-0.060945,4.607998,0.240674,34.839550,1,1.145343,39.903237,15,69.796540
1762771727.574938,233,0.007417,3.527955,1.891887,16.443911,0,,,15,69.314130
1762771727.622983,234,2.607052,1.368237,3.796644,70.343883,0,,,15,68.966140
1762771727.687341,235,0.000000,3.093594,1.866666,48.576464,0,,,15,68.505440
1762771727.733145,236,0.186876,0.171342,1.896370,63.930023,0,,,15,68.181290
1762771727.796287,237,2.004376,3.049988,1.859914,53.916252,0,,,15,67.739432
1762771727.846426,238,0.008809,4.200731,1.014110,45.944429,0,,,15,67.392630
1762771727.906223,239,-0.019327,0.244976,1.985385,66.154156,0,,,15,66.983633
1762771727.959300,240,2.050579,4.023488,0.854266,81.171969,0,,,15,66.624742
1762771728.014996,241,-1.596037,3.102639,1.646474,67.528531,0,,,15,66.252249
1762771728.068379,242,0.218236,0.124076,1.762793,65.332007,0,,,15,77.968410
1762771728.123794,243,-0.029054,0.788735,1.229105,12.797386,0,,,15,77.410967
1762771728.178828,244,-3.345901,5.175042,1.791894,99.923319,0,,,15,76.865193
1762771728.227529,245,-0.103176,2.593531,1.060047,85.107659,0,,,15,76.388605
1762771728.290659,246,0.907729,2.588087,-0.382447,16.013391,0,,,15,75.779541
1762771728.345087,247,0.134036,0.045740,1.816865,48.825496,0,,,15,75.262174
1762771728.401502,248,-0.043618,2.725076,1.467095,47.597548,0,,,15,74.733321
1762771728.449039,249,-1.599357,3.206091,1.904899,34.254935,0,,,15,74.293422
1762771728.508892,250,,,,,0,,,15,73.746875
1762771728.563128,251,-0.060007,2.414544,1.905471,31.914955,0,,,15,73.258518
1762771728.607726,252,0.019076,0.151234,0.843330,50.780252,0,,,15,72.861765
1762771728.672734,253,-0.096183,1.939071,2.153901,27.558924,0,,,15,72.291076
1762771728.729262,254,0.100206,2.975823,1.884019,18.666618,0,,,15,71.802047
1762771728.783780,255,0.007136,0.139707,1.959705,52.050121,0,,,15,71.336638
1762771728.840518,256,-2.007123,2.918639,1.884237,60.490930,0,,,15,70.858635
1762771728.888011,257,1.541256,0.465865,-1.221969,90.826836,0,,,15,70.463423
1762771728.952420,258,-1.023179,1.593708,2.159475,43.495334,0,,,15,69.934429
1762771728.999784,259,1.450048,5.015309,3.763007,89.136732,0,,,15,69.550467
1762771729.063205,260,0.131416,2.421361,-2.315517,45.881655,0,,,15,69.042890
1762771729.111523,261,0.054837,2.412728,0.380340,1.594938,0,,,15,68.661133
1762771729.159985,262,0.004391,0.179498,1.821758,46.093457,1,1.650859,76.093803,16,75.110697
1762771729.223562,263,-5.694773,3.825960,0.130076,106.419573,0,,,16,74.571147
1762771729.271420,264,0.001731,0.153433,1.871017,141.623061,0,,,16,74.170090
1762771729.336657,265,-0.028527,0.202431,0.149054,0.882752,0,,,16,73.630291
1762771729.382528,266,-2.373591,1.965739,2.047876,63.962464,0,,,16,73.255410
1762771729.448034,267,-1.203006,5.787695,0.858000,61.020170,0,,,16,72.726634
1762771729.500051,268,0.039589,3.619673,0.783687,48.039325,0,,,16,72.312150
1762771729.557025,269,-0.199589,0.241566,2.027542,59.440330,0,,,16,71.863555
1762771729.605856,270,0.011834,0.251495,2.024881,4.334523,0,,,16,71.483489
1762771729.652966,271,4.474645,1.758671,-3.023874,99.988476,0,,,16,71.120604
1762771729.716171,272,0.144753,4.977110,2.169882,85.356944,1,0.556186,47.474334,17,77.061255
1762771729.764654,273,0.199395,0.196357,1.760571,98.612953,0,,,17,76.663439
1762771729.827035,274,-0.152409,0.240801,1.922387,5.684452,0,,,17,76.157591
1762771729.874937,275,0.063539,1.229790,0.111505,21.132596,0,,,17,75.773661
1762771729.937924,276,0.109937,0.127691,1.867045,17.512721,0,,,17,75.274678
1762771729.987925,277,-0.674388,2.473471,0.616810,49.467677,0,,,17,74.883225
1762771730.051080,278,0.015008,0.728071,-3.000242,29.714475,0,,,17,74.394572
1762771730.100707,279,-0.909809,3.422188,-0.058054,57.396979,0,,,17,74.015043
1762771730.144917,280,0.109118,0.134620,0.026808,77.851906,0,,,17,73.680185
1762771730.210731,281,0.071087,0.221921,0.098523,1.446883,0,,,17,73.187272
1762771730.269907,282,-0.042159,0.238073,0.119068,1.933058,0,,,17,72.749663
1762771730.326506,283,-0.205027,0.203930,0.149054,2.940175,1,0.610335,1.794491,18,78.363991
1762771730.378944,284,0.006766,5.625375,2.757666,103.466527,0,,,18,74.806399
