file,subject,N,frames,down,up,eq,empty,total_drop,total_fill,fallback_uniform_frames
Jalan20.csv,G,56,196,39,154,3,0,646,4538,0
Jalan21.csv,G,56,174,65,105,4,0,1542,2708,0
Jalan22.csv,G,56,155,87,68,0,0,2978,1512,0
Jalan23.csv,G,56,387,72,311,4,0,1324,9051,0
Jalan24.csv,G,56,376,132,241,3,0,3993,6345,0
Jalan25.csv,G,56,64,17,47,0,0,257,1111,0
Jalan26.csv,G,56,77,50,26,1,0,1643,566,0
Jalan27.csv,G,56,67,31,33,3,0,944,867,0
Jalan28.csv,G,56,43,0,43,0,0,0,2002,0
Jalan29.csv,G,56,57,1,56,0,0,4,2206,0
Jalan3.csv,G,56,97,42,53,2,0,982,1459,0
Jalan30.csv,G,56,70,12,55,3,0,127,1660,0
Jalan31.csv,G,56,59,26,32,1,0,601,682,0
Jalan32.csv,G,56,63,28,35,0,0,569,1265,0
Jalan33.csv,G,56,64,22,42,0,0,752,1264,0
Jalan34.csv,G,56,59,20,39,0,0,430,1160,0
Jalan35.csv,G,56,65,24,37,4,0,367,949,0
Jalan36.csv,G,56,90,25,65,0,0,604,1931,0
Jalan37.csv,G,56,85,37,47,1,0,740,1131,0
Jalan38.csv,G,56,72,24,46,2,0,373,1302,0
Jalan39.csv,G,56,185,53,131,1,0,1004,4320,0
Jalan4.csv,G,56,49,0,49,0,0,0,2376,0
Jalan40.csv,G,56,179,54,124,1,0,1408,3892,0
Jalan41.csv,G,56,169,76,91,2,0,2220,2362,0
Jalan42.csv,G,56,147,86,60,1,0,3267,1544,0
Jalan43.csv,G,56,171,47,121,3,0,998,4061,0
Jalan44.csv,G,56,176,56,118,2,0,993,3840,0
Jalan45.csv,G,56,149,72,73,4,0,1748,1505,0
Jalan46.csv,G,56,102,61,41,0,0,1872,839,0
Jalan47.csv,G,56,296,83,210,3,0,1381,5761,0
Jalan48.csv,G,56,311,116,193,2,0,3358,5108,0
Jalan49.csv,G,56,92,25,66,1,0,589,1561,0
Jalan5.csv,G,56,77,1,75,1,0,3,2862,0
Jalan50.csv,G,56,109,64,45,0,0,2394,989,0
Jalan51.csv,G,56,109,61,47,1,0,1651,1212,0
Jalan52.csv,G,56,76,0,76,0,0,0,3102,0
Jalan53.csv,G,56,84,0,84,0,0,0,3097,0
Jalan54.csv,G,56,110,2,107,1,0,2,3811,0
Jalan55.csv,G,56,85,33,51,1,0,606,1196,0
Jalan56.csv,G,56,84,35,49,0,0,807,1485,0
Jalan57.csv,G,56,84,42,42,0,0,1720,1250,0
Jalan58.csv,G,56,100,44,55,1,0,839,1423,0
Jalan59.csv,G,56,100,44,55,1,0,839,1423,0
Jalan6.csv,G,56,88,4,84,0,0,86,2813,0
Jalan60.csv,G,56,131,39,92,0,0,1017,2684,0
Jalan61.csv,G,56,111,32,78,1,0,808,1773,0
Jalan62.csv,G,56,120,46,73,1,0,907,1974,0
Jalan63.csv,G,56,288,68,217,3,0,1220,7131,0
Jalan64.csv,G,56,264,67,196,1,0,1483,5679,0
Jalan65.csv,G,56,204,106,91,7,0,2435,1937,0
Jalan66.csv,G,56,202,120,79,3,0,3613,1582,0
Jalan67.csv,G,56,248,60,184,4,0,1065,5535,0
Jalan68.csv,G,56,225,66,156,3,0,1798,4650,0
Jalan69.csv,G,56,192,113,77,2,0,2718,1633,0
Jalan7.csv,G,56,109,30,77,2,0,659,1891,0
Jalan70.csv,G,56,179,113,65,1,0,3473,1503,0
Jalan71.csv,G,56,426,101,321,4,0,1822,8869,0
Jalan72.csv,G,56,414,141,266,7,0,3585,7741,0
Jalan8.csv,G,56,85,37,48,0,0,671,1463,0
Jalan9.csv,G,56,97,45,51,1,0,1582,1582,0
Jalan1.csv,H,56,104,36,68,0,0,642,1435,0
Jalan10.csv,H,56,79,13,65,1,0,218,1988,0
Jalan11.csv,H,56,84,26,57,1,0,448,1468,0
Jalan12.csv,H,56,101,35,66,0,0,778,2003,0
Jalan13.csv,H,56,99,51,48,0,0,1427,1168,0
Jalan14.csv,H,56,87,10,77,0,0,287,2564,0
Jalan15.csv,H,56,262,52,207,3,0,836,5978,0
Jalan16.csv,H,56,253,69,182,2,0,1426,5856,0
Jalan17.csv,H,56,215,93,119,3,0,2621,3335,0
Jalan18.csv,H,56,189,75,109,5,0,1816,2603,0
Jalan19.csv,H,56,223,48,173,2,0,868,5314,0
Jalan2.csv,H,56,117,67,46,4,0,2004,1071,0
Jalan20.csv,H,56,227,64,162,1,0,1455,4895,0
Jalan21.csv,H,56,208,66,142,0,0,1957,4034,0
Jalan22.csv,H,56,184,81,100,3,0,2026,2660,0
Jalan23.csv,H,56,421,106,307,8,0,2144,8364,0
Jalan24.csv,H,56,378,147,228,3,0,5659,6410,0
Jalan25.csv,H,56,51,5,46,0,0,139,1305,0
Jalan26.csv,H,56,52,8,41,3,0,124,1199,0
Jalan27.csv,H,56,57,29,28,0,0,1043,727,0
Jalan28.csv,H,56,32,0,32,0,0,0,1463,0
Jalan29.csv,H,56,46,1,45,0,0,7,1866,0
Jalan3.csv,H,56,98,62,32,4,0,1972,860,0
Jalan30.csv,H,56,54,3,50,1,0,14,1533,0
Jalan31.csv,H,56,51,14,37,0,0,243,1018,0
Jalan32.csv,H,56,47,17,30,0,0,468,1119,0
Jalan33.csv,H,56,49,19,30,0,0,537,852,0
Jalan34.csv,H,56,47,9,38,0,0,138,1289,0
Jalan35.csv,H,56,59,18,40,1,0,381,1204,0
Jalan36.csv,H,56,64,10,54,0,0,145,1659,0
Jalan37.csv,H,56,72,30,39,3,0,688,1124,0
Jalan38.csv,H,56,59,12,46,1,0,255,1260,0
Jalan39.csv,H,56,170,40,130,0,0,671,4452,0
Jalan4.csv,H,56,63,0,63,0,0,0,2844,0
Jalan40.csv,H,56,164,42,120,2,0,991,3977,0
Jalan41.csv,H,56,179,60,119,0,0,1292,3006,0
Jalan42.csv,H,56,127,67,60,0,0,1722,1243,0
Jalan43.csv,H,56,159,37,121,1,0,726,4273,0
Jalan44.csv,H,56,161,43,118,0,0,991,3749,0
Jalan45.csv,H,56,163,46,117,0,0,1470,3425,0
Jalan46.csv,H,56,139,54,84,1,0,1183,2023,0
Jalan47.csv,H,56,282,65,214,3,0,1117,6473,0
Jalan48.csv,H,56,276,101,171,4,0,3507,4879,0
Jalan49.csv,H,56,120,36,81,3,0,625,1794,0
Jalan5.csv,H,56,76,0,76,0,0,0,2985,0
Jalan50.csv,H,56,156,86,68,2,0,3163,1699,0
Jalan51.csv,H,56,142,74,64,4,0,1733,1581,0
Jalan52.csv,H,56,75,0,75,0,0,0,3535,0
Jalan53.csv,H,56,89,0,89,0,0,0,3773,0
Jalan54.csv,H,56,111,2,107,2,0,18,3575,0
Jalan55.csv,H,56,132,39,93,0,0,699,2682,0
Jalan56.csv,H,56,142,56,86,0,0,1385,2944,0
Jalan57.csv,H,56,130,68,62,0,0,1797,1789,0
Jalan58.csv,H,56,136,24,110,2,0,602,3496,0
Jalan59.csv,H,56,122,33,86,3,0,637,2167,0
Jalan6.csv,H,56,87,6,80,1,0,77,2388,0
Jalan60.csv,H,56,118,23,95,0,0,392,3059,0
Jalan61.csv,H,56,184,77,107,0,0,2165,2655,0
Jalan62.csv,H,56,160,54,104,2,0,1046,2940,0
Jalan63.csv,H,56,332,37,289,6,0,468,9316,0
Jalan64.csv,H,56,318,76,240,2,0,1221,7871,0
Jalan65.csv,H,56,281,67,212,2,0,1375,6483,0
Jalan66.csv,H,56,204,105,97,2,0,2034,2278,0
Jalan67.csv,H,56,256,61,194,1,0,1365,6780,0
Jalan68.csv,H,56,256,63,191,2,0,1408,6357,0
Jalan69.csv,H,56,246,65,178,3,0,1508,5480,0
Jalan7.csv,H,56,78,23,55,0,0,295,1628,0
Jalan70.csv,H,56,253,105,144,4,0,2161,3951,0
Jalan71.csv,H,56,510,107,399,4,0,1987,12185,0
Jalan72.csv,H,56,528,205,315,8,0,6284,8532,0
Jalan8.csv,H,56,78,29,49,0,0,665,1640,0
Jalan9.csv,H,56,80,40,39,1,0,1469,1080,0
Jalan1.csv,I,56,89,29,60,0,0,464,1688,0
Jalan10.csv,I,56,96,38,57,1,0,923,1611,0
Jalan11.csv,I,56,89,45,44,0,0,1555,1485,0
Jalan12.csv,I,56,100,36,64,0,0,586,1939,0
Jalan13.csv,I,56,121,62,58,1,0,1471,1465,0
Jalan14.csv,I,56,107,36,70,1,0,866,1967,0
Jalan15.csv,I,56,275,77,194,4,0,1797,6034,0
Jalan16.csv,I,56,269,102,167,0,0,2249,4277,0
Jalan17.csv,I,56,227,104,122,1,0,2409,2892,0
Jalan18.csv,I,56,174,110,61,3,0,2897,1113,0
Jalan19.csv,I,56,232,71,161,0,0,1973,4491,0
Jalan2.csv,I,56,98,68,29,1,0,2205,648,0
Jalan20.csv,I,56,213,78,133,2,0,2047,3750,0
Jalan21.csv,I,56,209,105,101,3,0,2608,2285,0
Jalan22.csv,I,56,133,110,23,0,0,3818,449,0
Jalan23.csv,I,56,381,131,247,3,0,2590,6410,0
Jalan24.csv,I,56,393,174,216,3,0,5170,5705,0
Jalan25.csv,I,56,71,23,47,1,0,511,1052,0
Jalan26.csv,I,56,79,47,32,0,0,1554,658,0
Jalan27.csv,I,56,78,39,39,0,0,1653,977,0
Jalan28.csv,I,56,57,0,57,0,0,0,2412,0
Jalan29.csv,I,56,66,7,59,0,0,80,1900,0
Jalan3.csv,I,56,91,59,32,0,0,1716,764,0
Jalan30.csv,I,56,73,17,56,0,0,166,1517,0
Jalan31.csv,I,56,66,33,31,2,0,915,807,0
Jalan32.csv,I,56,65,26,38,1,0,664,1080,0
Jalan33.csv,I,56,76,29,44,3,0,1186,1171,0
Jalan34.csv,I,56,73,31,41,1,0,944,1486,0
Jalan35.csv,I,56,72,26,45,1,0,576,1246,0
Jalan36.csv,I,56,74,28,44,2,0,592,1100,0
Jalan37.csv,I,56,82,40,41,1,0,903,1225,0
Jalan38.csv,I,56,84,32,52,0,0,938,1622,0
Jalan39.csv,I,56,207,69,138,0,0,1487,4222,0
Jalan4.csv,I,56,79,1,78,0,0,4,3169,0
Jalan40.csv,I,56,194,82,110,2,0,1908,3044,0
Jalan41.csv,I,56,158,69,86,3,0,1770,2240,0
Jalan42.csv,I,56,124,82,41,1,0,2712,668,0
Jalan43.csv,I,56,170,62,107,1,0,1714,2811,0
Jalan44.csv,I,56,166,76,87,3,0,2142,1811,0
Jalan45.csv,I,56,144,70,73,1,0,2014,1485,0
Jalan46.csv,I,56,128,89,38,1,0,3207,708,0
Jalan47.csv,I,56,308,129,175,4,0,2993,4801,0
Jalan48.csv,I,56,305,131,170,4,0,3962,4833,0
Jalan49.csv,I,56,102,32,69,1,0,616,1685,0
Jalan5.csv,I,56,78,1,77,0,0,10,2746,0
Jalan50.csv,I,56,117,71,45,1,0,2085,989,0
Jalan51.csv,I,56,110,64,45,1,0,2236,1304,0
Jalan52.csv,I,56,84,1,83,0,0,10,3308,0
Jalan53.csv,I,56,94,7,87,0,0,29,3056,0
Jalan54.csv,I,56,114,21,92,1,0,211,2786,0
Jalan55.csv,I,56,107,42,62,3,0,955,1574,0
Jalan56.csv,I,56,88,38,49,1,0,847,1490,0
Jalan57.csv,I,56,108,68,40,0,0,2258,1347,0
Jalan58.csv,I,56,118,48,69,1,0,1138,2185,0
Jalan59.csv,I,56,114,50,64,0,0,991,1792,0
Jalan6.csv,I,56,96,20,74,2,0,265,1974,0
Jalan60.csv,I,56,115,39,74,2,0,1319,2415,0
Jalan61.csv,I,56,143,63,79,1,0,1405,2078,0
Jalan62.csv,I,56,110,27,81,2,0,434,2099,0
Jalan63.csv,I,56,308,85,221,2,0,2311,6106,0
Jalan64.csv,I,56,264,102,161,1,0,2847,3892,0
Jalan65.csv,I,56,213,111,99,3,0,2926,2423,0
Jalan66.csv,I,56,178,117,60,1,0,3484,1063,0
Jalan67.csv,I,56,271,66,202,3,0,1764,5726,0
Jalan68.csv,I,56,242,80,162,0,0,1850,4495,0
Jalan69.csv,I,56,205,120,81,4,0,3398,1344,0
Jalan7.csv,I,56,89,35,52,2,0,686,1285,0
Jalan70.csv,I,56,167,126,38,3,0,4328,708,0
Jalan71.csv,I,56,428,170,255,3,0,3520,6790,0
Jalan72.csv,I,56,454,210,239,5,0,6482,5832,0
Jalan8.csv,I,56,84,37,47,0,0,840,1372,0
Jalan9.csv,I,56,96,42,53,1,0,733,1481,0
Jalan1.csv,J,56,91,34,57,0,0,617,1363,0
Jalan10.csv,J,56,91,34,57,0,0,833,1752,0
Jalan11.csv,J,56,111,46,64,1,0,1086,1894,0
Jalan12.csv,J,56,98,31,65,2,0,1015,1887,0
Jalan13.csv,J,56,108,38,69,1,0,1143,1883,0
Jalan14.csv,J,56,94,25,67,2,0,351,1675,0
Jalan15.csv,J,56,257,31,225,1,0,511,6930,0
Jalan16.csv,J,56,233,75,157,1,0,1389,4864,0
Jalan17.csv,J,56,214,64,147,3,0,992,3731,0
Jalan18.csv,J,56,177,100,72,5,0,2867,1584,0
Jalan19.csv,J,56,223,59,161,3,0,1479,4490,0
Jalan2.csv,J,56,100,55,45,0,0,1597,871,0
Jalan20.csv,J,56,225,87,131,7,0,1923,3062,0
Jalan21.csv,J,56,204,100,99,5,0,2344,1861,0
Jalan22.csv,J,56,181,96,81,4,0,2490,2004,0
Jalan23.csv,J,56,475,88,386,1,0,1214,11154,0
Jalan24.csv,J,56,468,168,296,4,0,5695,7467,0
Jalan25.csv,J,56,71,21,49,1,0,411,1066,0
Jalan26.csv,J,56,75,35,37,3,0,685,667,0
Jalan27.csv,J,56,80,40,40,0,0,1285,1100,0
Jalan28.csv,J,56,59,0,59,0,0,0,2441,0
Jalan29.csv,J,56,61,0,61,0,0,0,2055,0
Jalan3.csv,J,56,91,49,41,1,0,1836,1016,0
Jalan30.csv,J,56,67,11,56,0,0,107,1594,0
Jalan31.csv,J,56,69,31,37,1,0,679,1054,0
Jalan32.csv,J,56,64,24,40,0,0,490,1262,0
Jalan33.csv,J,56,75,32,43,0,0,473,1055,0
Jalan34.csv,J,56,71,27,44,0,0,685,1519,0
Jalan35.csv,J,56,76,33,43,0,0,841,1339,0
Jalan36.csv,J,56,68,12,55,1,0,256,1482,0
Jalan37.csv,J,56,84,21,61,2,0,423,1562,0
Jalan38.csv,J,56,74,22,52,0,0,582,1370,0
Jalan39.csv,J,56,195,60,133,2,0,1335,3655,0
Jalan4.csv,J,56,77,0,77,0,0,0,3140,0
Jalan40.csv,J,56,195,60,133,2,0,1335,3655,0
Jalan41.csv,J,56,157,74,80,3,0,1333,1704,0
Jalan42.csv,J,56,132,81,50,1,0,2092,953,0
Jalan43.csv,J,56,191,73,117,1,0,1810,3045,0
Jalan44.csv,J,56,189,95,91,3,0,2314,2177,0
Jalan45.csv,J,56,151,95,53,3,0,2295,932,0
Jalan46.csv,J,56,123,92,28,3,0,2503,475,0
Jalan47.csv,J,56,332,83,243,6,0,1636,6502,0
Jalan48.csv,J,56,373,108,263,2,0,3909,7627,0
Jalan49.csv,J,56,112,35,75,2,0,661,1746,0
Jalan5.csv,J,56,78,1,77,0,0,3,2716,0
Jalan50.csv,J,56,109,52,55,2,0,1255,1126,0
Jalan51.csv,J,56,113,61,50,2,0,1416,1177,0
Jalan52.csv,J,56,88,2,86,0,0,6,3321,0
Jalan53.csv,J,56,98,0,97,1,0,0,3599,0
Jalan54.csv,J,56,104,6,98,0,0,47,3089,0
Jalan55.csv,J,56,109,61,47,1,0,1365,1222,0
Jalan56.csv,J,56,97,32,65,0,0,512,1706,0
Jalan57.csv,J,56,108,53,52,3,0,831,1623,0
Jalan58.csv,J,56,104,34,69,1,0,714,2157,0
Jalan59.csv,J,56,112,55,57,0,0,1793,1581,0
Jalan6.csv,J,56,90,12,77,1,0,151,2197,0
Jalan60.csv,J,56,107,26,77,4,0,455,2298,0
Jalan61.csv,J,56,132,46,84,2,0,1187,2176,0
Jalan62.csv,J,56,121,36,83,2,0,825,2324,0
Jalan63.csv,J,56,285,20,262,3,0,280,8446,0
Jalan64.csv,J,56,268,80,188,0,0,1452,5458,0
Jalan65.csv,J,56,228,83,142,3,0,1663,3468,0
Jalan66.csv,J,56,191,80,109,2,0,2255,2222,0
Jalan67.csv,J,56,259,85,170,4,0,2019,4163,0
Jalan68.csv,J,56,232,108,122,2,0,2451,2836,0
Jalan69.csv,J,56,196,131,64,1,0,3327,1302,0
Jalan7.csv,J,56,91,30,60,1,0,599,1679,0
Jalan70.csv,J,56,163,115,45,3,0,3510,834,0
Jalan71.csv,J,56,519,117,392,10,0,2039,11633,0
Jalan72.csv,J,56,488,209,273,6,0,5837,6664,0
Jalan8.csv,J,56,83,29,54,0,0,574,1546,0
Jalan9.csv,J,56,98,39,58,1,0,1166,1883,0
