input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\H\Jalan1.csv,5517,5031,127,27,0.7708412693775362,0.0,H,1
E:\0.TA_Teguh\dataset3\H\Jalan2.csv,8201,7501,133,21,0.8199436752235703,0.0,H,2
E:\0.TA_Teguh\dataset3\H\Jalan3.csv,7467,6602,128,34,0.7146952896093288,0.0,H,3
E:\0.TA_Teguh\dataset3\H\Jalan4.csv,940,404,103,85,0.17051044204236407,0.0,H,4
E:\0.TA_Teguh\dataset3\H\Jalan5.csv,2297,1101,114,68,0.3923741698577947,0.0,H,5
E:\0.TA_Teguh\dataset3\H\Jalan6.csv,3537,2489,107,36,0.6424705507928081,0.0,H,6
E:\0.TA_Teguh\dataset3\H\Jalan7.csv,3774,3020,99,29,0.6885162620849823,0.0,H,7
E:\0.TA_Teguh\dataset3\H\Jalan8.csv,3667,3332,83,19,0.7518995055534742,0.0,H,8
E:\0.TA_Teguh\dataset3\H\Jalan9.csv,6024,4850,96,24,0.725348059008024,0.0,H,9
E:\0.TA_Teguh\dataset3\H\Jalan10.csv,3179,2604,125,61,0.49551875038706406,0.0,H,10
E:\0.TA_Teguh\dataset3\H\Jalan11.csv,4296,3631,116,42,0.6202631856579244,0.0,H,11
E:\0.TA_Teguh\dataset3\H\Jalan12.csv,4796,4352,119,34,0.6916628999186416,0.0,H,12
E:\0.TA_Teguh\dataset3\H\Jalan13.csv,6614,5835,131,37,0.7038327114443148,0.0,H,13
E:\0.TA_Teguh\dataset3\H\Jalan14.csv,2893,2432,105,45,0.5534134486474223,0.0,H,14
E:\0.TA_Teguh\dataset3\H\Jalan15.csv,10615,9276,311,97,0.6692782191577725,0.0,H,15
E:\0.TA_Teguh\dataset3\H\Jalan16.csv,10490,9470,292,90,0.6729305667308485,0.0,H,16
E:\0.TA_Teguh\dataset3\H\Jalan17.csv,11943,11283,225,29,0.8467788567272965,0.0,H,17
E:\0.TA_Teguh\dataset3\H\Jalan18.csv,10330,9779,192,17,0.8813371875076131,0.0,H,18
E:\0.TA_Teguh\dataset3\H\Jalan19.csv,8932,7837,260,79,0.6778332933102716,0.0,H,19
E:\0.TA_Teguh\dataset3\H\Jalan20.csv,9999,9058,250,62,0.7281365391602577,0.0,H,20
E:\0.TA_Teguh\dataset3\H\Jalan21.csv,10087,9454,218,36,0.809358718483055,0.0,H,21
E:\0.TA_Teguh\dataset3\H\Jalan22.csv,10230,9600,191,25,0.8417409899004507,0.0,H,22
E:\0.TA_Teguh\dataset3\H\Jalan23.csv,19349,17131,465,97,0.7705687922569214,0.0,H,23
E:\0.TA_Teguh\dataset3\H\Jalan24.csv,21503,20255,417,82,0.7826631534676709,0.0,H,24
E:\0.TA_Teguh\dataset3\H\Jalan25.csv,1808,1657,55,11,0.786128047586654,0.0,H,25
E:\0.TA_Teguh\dataset3\H\Jalan26.csv,2018,1790,65,21,0.6606294813686016,0.0,H,26
E:\0.TA_Teguh\dataset3\H\Jalan27.csv,3788,3483,62,11,0.7967760732829886,0.0,H,27
E:\0.TA_Teguh\dataset3\H\Jalan28.csv,478,204,62,52,0.15442782097398336,0.0,H,28
E:\0.TA_Teguh\dataset3\H\Jalan29.csv,1171,569,70,49,0.2942295168728993,0.0,H,29
E:\0.TA_Teguh\dataset3\H\Jalan30.csv,1985,1442,71,29,0.5667568998994432,0.0,H,30
E:\0.TA_Teguh\dataset3\H\Jalan31.csv,2461,2054,67,23,0.636417665276389,0.0,H,31
E:\0.TA_Teguh\dataset3\H\Jalan32.csv,2102,1943,58,19,0.6557818867599097,0.0,H,32
E:\0.TA_Teguh\dataset3\H\Jalan33.csv,2919,2399,63,22,0.6275559779178048,0.0,H,33
E:\0.TA_Teguh\dataset3\H\Jalan34.csv,1702,1419,72,37,0.47286982277028755,0.0,H,34
E:\0.TA_Teguh\dataset3\H\Jalan35.csv,3105,2459,86,34,0.5896439187760757,0.0,H,35
E:\0.TA_Teguh\dataset3\H\Jalan36.csv,2483,2003,93,43,0.5258514008307588,0.0,H,36
E:\0.TA_Teguh\dataset3\H\Jalan37.csv,4063,3571,91,27,0.6838877392910946,0.0,H,37
E:\0.TA_Teguh\dataset3\H\Jalan38.csv,2524,2230,78,33,0.5583430805481668,0.0,H,38
E:\0.TA_Teguh\dataset3\H\Jalan39.csv,6487,5451,206,84,0.5757243273734899,0.0,H,39
E:\0.TA_Teguh\dataset3\H\Jalan40.csv,6731,5979,190,62,0.6560756364830315,0.0,H,40
E:\0.TA_Teguh\dataset3\H\Jalan41.csv,8745,8270,182,21,0.8579218439505699,0.0,H,41
E:\0.TA_Teguh\dataset3\H\Jalan42.csv,7982,7627,127,3,0.9448888725915664,0.0,H,42
E:\0.TA_Teguh\dataset3\H\Jalan43.csv,5993,5127,193,78,0.5778451483612264,0.0,H,43
E:\0.TA_Teguh\dataset3\H\Jalan44.csv,6790,6121,194,61,0.6677500057855555,0.0,H,44
E:\0.TA_Teguh\dataset3\H\Jalan45.csv,7584,7081,172,30,0.8010316942312181,0.0,H,45
E:\0.TA_Teguh\dataset3\H\Jalan46.csv,7310,6906,139,11,0.8908888850622175,0.0,H,46
E:\0.TA_Teguh\dataset3\H\Jalan47.csv,11533,10146,310,83,0.7095272490583903,0.0,H,47
E:\0.TA_Teguh\dataset3\H\Jalan48.csv,15060,13921,296,60,0.775539626712688,0.0,H,48
E:\0.TA_Teguh\dataset3\H\Jalan49.csv,5967,5548,134,20,0.8354798638198926,0.0,H,49
E:\0.TA_Teguh\dataset3\H\Jalan50.csv,10884,10208,188,40,0.7703750967628794,0.0,H,50
E:\0.TA_Teguh\dataset3\H\Jalan51.csv,8874,8097,169,34,0.7799339627641411,0.0,H,51
E:\0.TA_Teguh\dataset3\H\Jalan52.csv,1030,348,148,127,0.13705806434067302,0.0,H,52
E:\0.TA_Teguh\dataset3\H\Jalan53.csv,2154,913,192,151,0.20844036917392014,0.0,H,53
E:\0.TA_Teguh\dataset3\H\Jalan54.csv,4294,2461,188,111,0.39718014228244114,0.0,H,54
E:\0.TA_Teguh\dataset3\H\Jalan55.csv,6318,5342,182,67,0.6144591011759652,0.0,H,55
E:\0.TA_Teguh\dataset3\H\Jalan56.csv,6753,6242,166,53,0.6622006898988338,0.0,H,56
E:\0.TA_Teguh\dataset3\H\Jalan57.csv,8534,7221,179,64,0.6242510513410677,0.0,H,57
E:\0.TA_Teguh\dataset3\H\Jalan58.csv,5418,4596,190,79,0.5677292618443963,0.0,H,58
E:\0.TA_Teguh\dataset3\H\Jalan59.csv,6191,5238,160,51,0.6635018717157981,0.0,H,59
E:\0.TA_Teguh\dataset3\H\Jalan60.csv,4451,3796,159,68,0.5578254565876505,0.0,H,60
E:\0.TA_Teguh\dataset3\H\Jalan61.csv,10643,9784,212,40,0.7922816423109513,0.0,H,61
E:\0.TA_Teguh\dataset3\H\Jalan62.csv,7672,7000,191,49,0.7248989986129079,0.0,H,62
E:\0.TA_Teguh\dataset3\H\Jalan63.csv,11165,9362,453,198,0.5493347641584848,0.0,H,63
E:\0.TA_Teguh\dataset3\H\Jalan64.csv,11898,10841,371,116,0.6705025370662063,0.0,H,64
E:\0.TA_Teguh\dataset3\H\Jalan65.csv,11292,10319,318,93,0.6871160663435351,0.0,H,65
E:\0.TA_Teguh\dataset3\H\Jalan66.csv,11735,11170,211,21,0.870574035075336,0.0,H,66
E:\0.TA_Teguh\dataset3\H\Jalan67.csv,9644,8556,303,113,0.6093735934803529,0.0,H,67
E:\0.TA_Teguh\dataset3\H\Jalan68.csv,10158,9151,302,97,0.6638860331005982,0.0,H,68
E:\0.TA_Teguh\dataset3\H\Jalan69.csv,10343,9614,256,50,0.7828765809267781,0.0,H,69
E:\0.TA_Teguh\dataset3\H\Jalan70.csv,12928,12300,257,29,0.8614564882194179,0.0,H,70
E:\0.TA_Teguh\dataset3\H\Jalan71.csv,20434,17918,605,188,0.6716650275171302,0.0,H,71
E:\0.TA_Teguh\dataset3\H\Jalan72.csv,29150,27104,562,88,0.8233638732707096,0.0,H,72
