input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\F\Jalan1.csv,4438,3941,100,25,0.7277702611312327,0.0,F,1
E:\0.TA_Teguh\dataset3\F\Jalan2.csv,7293,6405,108,19,0.7990578159562387,0.0,F,2
E:\0.TA_Teguh\dataset3\F\Jalan3.csv,5538,5034,96,10,0.8690974895269948,0.0,F,3
E:\0.TA_Teguh\dataset3\F\Jalan4.csv,690,479,82,36,0.5542190114053551,0.0,F,4
E:\0.TA_Teguh\dataset3\F\Jalan5.csv,1610,1098,110,50,0.535748123741549,0.0,F,5
E:\0.TA_Teguh\dataset3\F\Jalan6.csv,3508,2663,112,39,0.6267067766929045,0.0,F,6
E:\0.TA_Teguh\dataset3\F\Jalan7.csv,3744,3068,111,36,0.6528630056991424,0.0,F,7
E:\0.TA_Teguh\dataset3\F\Jalan8.csv,3576,3266,95,17,0.7964255977249471,0.0,F,8
E:\0.TA_Teguh\dataset3\F\Jalan9.csv,6563,6235,111,8,0.8982015522272961,0.0,F,9
E:\0.TA_Teguh\dataset3\F\Jalan10.csv,4198,3758,123,26,0.7618858082749076,0.0,F,10
E:\0.TA_Teguh\dataset3\F\Jalan11.csv,4944,4721,110,13,0.8600520358621295,0.0,F,11
E:\0.TA_Teguh\dataset3\F\Jalan12.csv,4250,3967,114,19,0.8048499016389131,0.0,F,12
E:\0.TA_Teguh\dataset3\F\Jalan13.csv,5542,5029,126,21,0.810321218331128,0.0,F,13
E:\0.TA_Teguh\dataset3\F\Jalan14.csv,3962,3696,123,18,0.8269126561584326,0.0,F,14
E:\0.TA_Teguh\dataset3\F\Jalan15.csv,9348,8502,301,56,0.7906339572364383,0.0,F,15
E:\0.TA_Teguh\dataset3\F\Jalan16.csv,11023,10475,294,25,0.8894758476208919,0.0,F,16
E:\0.TA_Teguh\dataset3\F\Jalan17.csv,11835,11303,245,7,0.9390507355078701,0.0,F,17
E:\0.TA_Teguh\dataset3\F\Jalan18.csv,12211,11761,198,3,0.9496813326832302,0.0,F,18
E:\0.TA_Teguh\dataset3\F\Jalan19.csv,8247,7714,258,44,0.8059737592199312,0.0,F,19
E:\0.TA_Teguh\dataset3\F\Jalan20.csv,9388,8850,220,12,0.9131902800359065,0.0,F,20
E:\0.TA_Teguh\dataset3\F\Jalan21.csv,9462,9067,173,2,0.9531226644381287,0.0,F,21
E:\0.TA_Teguh\dataset3\F\Jalan22.csv,9664,9354,161,2,0.9551063429001452,0.0,F,22
E:\0.TA_Teguh\dataset3\F\Jalan23.csv,18062,16678,439,41,0.8782373096239824,0.0,F,23
E:\0.TA_Teguh\dataset3\F\Jalan24.csv,22036,20686,434,51,0.8538290895708687,0.0,F,24
E:\0.TA_Teguh\dataset3\F\Jalan25.csv,3453,3112,81,11,0.8461654000045329,0.0,F,25
E:\0.TA_Teguh\dataset3\F\Jalan26.csv,5539,5036,93,17,0.7870792102808869,0.0,F,26
E:\0.TA_Teguh\dataset3\F\Jalan27.csv,4665,4213,90,16,0.7960004257244447,0.0,F,27
E:\0.TA_Teguh\dataset3\F\Jalan28.csv,473,262,79,43,0.45324492666264815,0.0,F,28
E:\0.TA_Teguh\dataset3\F\Jalan29.csv,1240,820,87,38,0.5487661054166951,0.0,F,29
E:\0.TA_Teguh\dataset3\F\Jalan30.csv,2841,2301,93,25,0.7041931338484135,0.0,F,30
E:\0.TA_Teguh\dataset3\F\Jalan31.csv,3337,2697,91,22,0.7318603777092166,0.0,F,31
E:\0.TA_Teguh\dataset3\F\Jalan32.csv,3182,2946,79,10,0.8441627396485416,0.0,F,32
E:\0.TA_Teguh\dataset3\F\Jalan33.csv,3324,2931,81,9,0.8669503873545991,0.0,F,33
E:\0.TA_Teguh\dataset3\F\Jalan34.csv,2533,2276,98,23,0.738920870938533,0.0,F,34
E:\0.TA_Teguh\dataset3\F\Jalan35.csv,4576,4352,84,7,0.8857357143692299,0.0,F,35
E:\0.TA_Teguh\dataset3\F\Jalan36.csv,3777,3452,102,30,0.6793524020783889,0.0,F,36
E:\0.TA_Teguh\dataset3\F\Jalan37.csv,5719,4934,105,19,0.7980733635051159,0.0,F,37
E:\0.TA_Teguh\dataset3\F\Jalan38.csv,3100,2882,109,26,0.7396085067924124,0.0,F,38
E:\0.TA_Teguh\dataset3\F\Jalan39.csv,7426,6961,202,21,0.8643125624341433,0.0,F,39
E:\0.TA_Teguh\dataset3\F\Jalan40.csv,7142,6813,193,7,0.9330041418674757,0.0,F,40
E:\0.TA_Teguh\dataset3\F\Jalan41.csv,8526,8089,164,4,0.9372791786563498,0.0,F,41
E:\0.TA_Teguh\dataset3\F\Jalan42.csv,9107,8746,140,7,0.9149869188723366,0.0,F,42
E:\0.TA_Teguh\dataset3\F\Jalan43.csv,6074,5614,204,27,0.8416581572003398,0.0,F,43
E:\0.TA_Teguh\dataset3\F\Jalan44.csv,7950,7483,194,12,0.9074571243790498,0.0,F,44
E:\0.TA_Teguh\dataset3\F\Jalan45.csv,8160,7829,157,3,0.9488789598940018,0.0,F,45
E:\0.TA_Teguh\dataset3\F\Jalan46.csv,7447,7154,124,5,0.9258630151436619,0.0,F,46
E:\0.TA_Teguh\dataset3\F\Jalan47.csv,14865,13847,370,40,0.8664681369031947,0.0,F,47
E:\0.TA_Teguh\dataset3\F\Jalan48.csv,15693,14684,331,29,0.8821734765613157,0.0,F,48
E:\0.TA_Teguh\dataset3\F\Jalan49.csv,5410,4850,123,25,0.7785406494585133,0.0,F,49
E:\0.TA_Teguh\dataset3\F\Jalan50.csv,7666,7216,124,25,0.7764404611031025,0.0,F,50
E:\0.TA_Teguh\dataset3\F\Jalan51.csv,5928,5258,124,22,0.7975168997513805,0.0,F,51
E:\0.TA_Teguh\dataset3\F\Jalan52.csv,672,411,105,57,0.4533863545418167,0.0,F,52
E:\0.TA_Teguh\dataset3\F\Jalan53.csv,1947,1318,138,66,0.5094364643814931,0.0,F,53
E:\0.TA_Teguh\dataset3\F\Jalan54.csv,4092,3058,130,36,0.6968158557598068,0.0,F,54
E:\0.TA_Teguh\dataset3\F\Jalan55.csv,4443,3642,133,44,0.6456608989701804,0.0,F,55
E:\0.TA_Teguh\dataset3\F\Jalan56.csv,3864,3471,101,20,0.7796609584405177,0.0,F,56
E:\0.TA_Teguh\dataset3\F\Jalan57.csv,6498,5807,117,21,0.7979369865973427,0.0,F,57
E:\0.TA_Teguh\dataset3\F\Jalan58.csv,3802,3453,136,38,0.7008168171150753,0.0,F,58
E:\0.TA_Teguh\dataset3\F\Jalan59.csv,4491,3421,127,46,0.6229641478965956,0.0,F,59
E:\0.TA_Teguh\dataset3\F\Jalan60.csv,3606,3392,122,16,0.8506495505388514,0.0,F,60
E:\0.TA_Teguh\dataset3\F\Jalan61.csv,6686,5935,143,36,0.7244764569517645,0.0,F,61
E:\0.TA_Teguh\dataset3\F\Jalan62.csv,4638,4268,130,28,0.7532051605933203,0.0,F,62
E:\0.TA_Teguh\dataset3\F\Jalan63.csv,9391,8579,320,67,0.7665602259267175,0.0,F,63
E:\0.TA_Teguh\dataset3\F\Jalan64.csv,10980,10401,279,11,0.9289706416442887,0.0,F,64
E:\0.TA_Teguh\dataset3\F\Jalan65.csv,11212,10737,235,6,0.9398547211766222,0.0,F,65
E:\0.TA_Teguh\dataset3\F\Jalan66.csv,12077,11628,180,0,0.9649278086165114,0.8958333333333334,F,66
E:\0.TA_Teguh\dataset3\F\Jalan67.csv,7122,6604,273,65,0.7417148166105448,0.0,F,67
E:\0.TA_Teguh\dataset3\F\Jalan68.csv,9876,9393,260,6,0.9481917249316631,0.0,F,68
