input_path,points_before,points_after,frames_total,frames_invalid,mean_conf,min_conf,subject,trial
E:\0.TA_Teguh\dataset3\H\Jalan1.csv,5517,5054,127,24,0.7944633166216305,0.0,H,1
E:\0.TA_Teguh\dataset3\H\Jalan2.csv,8201,7534,133,17,0.8500188631934951,0.0,H,2
E:\0.TA_Teguh\dataset3\H\Jalan3.csv,7467,6623,128,31,0.7381327896093288,0.0,H,3
E:\0.TA_Teguh\dataset3\H\Jalan4.csv,940,533,103,68,0.3337937606654885,0.0,H,4
E:\0.TA_Teguh\dataset3\H\Jalan5.csv,2297,1192,114,56,0.49763732775253156,0.0,H,5
E:\0.TA_Teguh\dataset3\H\Jalan6.csv,3537,2519,107,32,0.6798537283629016,0.0,H,6
E:\0.TA_Teguh\dataset3\H\Jalan7.csv,3774,3036,99,27,0.7087182822870025,0.0,H,7
E:\0.TA_Teguh\dataset3\H\Jalan8.csv,3667,3392,83,11,0.848285047722149,0.0,H,8
E:\0.TA_Teguh\dataset3\H\Jalan9.csv,6024,4873,96,21,0.756598059008024,0.0,H,9
E:\0.TA_Teguh\dataset3\H\Jalan10.csv,3179,2633,125,57,0.5275187503870641,0.0,H,10
E:\0.TA_Teguh\dataset3\H\Jalan11.csv,4296,3680,116,36,0.6711252546234415,0.0,H,11
E:\0.TA_Teguh\dataset3\H\Jalan12.csv,4796,4400,119,28,0.7420830679858685,0.0,H,12
E:\0.TA_Teguh\dataset3\H\Jalan13.csv,6614,5850,131,35,0.7190998870168339,0.0,H,13
E:\0.TA_Teguh\dataset3\H\Jalan14.csv,2893,2560,105,29,0.7057944010283747,0.0,H,14
E:\0.TA_Teguh\dataset3\H\Jalan15.csv,10615,9418,311,79,0.7264772188005021,0.0,H,15
E:\0.TA_Teguh\dataset3\H\Jalan16.csv,10490,9620,292,71,0.7376185423777282,0.0,H,16
E:\0.TA_Teguh\dataset3\H\Jalan17.csv,11943,11359,225,19,0.8912233011717409,0.0,H,17
E:\0.TA_Teguh\dataset3\H\Jalan18.csv,10330,9852,192,8,0.9282121875076131,0.0,H,18
E:\0.TA_Teguh\dataset3\H\Jalan19.csv,8932,7981,260,60,0.7509102163871947,0.0,H,19
E:\0.TA_Teguh\dataset3\H\Jalan20.csv,9999,9220,250,42,0.8077365391602578,0.0,H,20
E:\0.TA_Teguh\dataset3\H\Jalan21.csv,10087,9556,218,23,0.8689917460059908,0.0,H,21
E:\0.TA_Teguh\dataset3\H\Jalan22.csv,10230,9687,191,14,0.8993326129370999,0.0,H,22
E:\0.TA_Teguh\dataset3\H\Jalan23.csv,19349,17360,465,69,0.8305687922569214,0.0,H,23
E:\0.TA_Teguh\dataset3\H\Jalan24.csv,21503,20393,417,65,0.8229509232518436,0.0,H,24
E:\0.TA_Teguh\dataset3\H\Jalan25.csv,1808,1689,55,7,0.8588553203139269,0.0,H,25
E:\0.TA_Teguh\dataset3\H\Jalan26.csv,2018,1839,65,15,0.7498602505993709,0.0,H,26
E:\0.TA_Teguh\dataset3\H\Jalan27.csv,3788,3514,62,7,0.8596792990894402,0.0,H,27
E:\0.TA_Teguh\dataset3\H\Jalan28.csv,478,239,62,47,0.23507298226430595,0.0,H,28
E:\0.TA_Teguh\dataset3\H\Jalan29.csv,1171,643,70,39,0.437086659730042,0.0,H,29
E:\0.TA_Teguh\dataset3\H\Jalan30.csv,1985,1474,71,25,0.6230949280684573,0.0,H,30
E:\0.TA_Teguh\dataset3\H\Jalan31.csv,2461,2068,67,21,0.6662684115450457,0.0,H,31
E:\0.TA_Teguh\dataset3\H\Jalan32.csv,2102,1977,58,15,0.724747404001289,0.0,H,32
E:\0.TA_Teguh\dataset3\H\Jalan33.csv,2919,2437,63,17,0.7069210572828841,0.0,H,33
E:\0.TA_Teguh\dataset3\H\Jalan34.csv,1702,1460,72,32,0.542314267214732,0.0,H,34
E:\0.TA_Teguh\dataset3\H\Jalan35.csv,3105,2468,86,33,0.6012718257528199,0.0,H,35
E:\0.TA_Teguh\dataset3\H\Jalan36.csv,2483,2058,93,36,0.6011202180350599,0.0,H,36
E:\0.TA_Teguh\dataset3\H\Jalan37.csv,4063,3604,91,23,0.7278437832471384,0.0,H,37
E:\0.TA_Teguh\dataset3\H\Jalan38.csv,2524,2262,78,29,0.609625131830218,0.0,H,38
E:\0.TA_Teguh\dataset3\H\Jalan39.csv,6487,5629,206,61,0.6868893759171792,0.0,H,39
E:\0.TA_Teguh\dataset3\H\Jalan40.csv,6731,6132,190,43,0.7560756364830316,0.0,H,40
E:\0.TA_Teguh\dataset3\H\Jalan41.csv,8745,8345,182,12,0.9068229428516686,0.0,H,41
E:\0.TA_Teguh\dataset3\H\Jalan42.csv,7982,7652,127,0,0.968510919835661,0.8888888888888888,H,42
E:\0.TA_Teguh\dataset3\H\Jalan43.csv,5993,5224,193,66,0.6390792510461063,0.0,H,43
E:\0.TA_Teguh\dataset3\H\Jalan44.csv,6790,6199,194,51,0.7192963975381328,0.0,H,44
E:\0.TA_Teguh\dataset3\H\Jalan45.csv,7584,7139,172,22,0.8475433221381948,0.0,H,45
E:\0.TA_Teguh\dataset3\H\Jalan46.csv,7310,6978,139,2,0.9549176620406347,0.0,H,46
E:\0.TA_Teguh\dataset3\H\Jalan47.csv,11533,10390,310,52,0.8088462454741608,0.0,H,47
E:\0.TA_Teguh\dataset3\H\Jalan48.csv,15060,14104,296,36,0.8566207077937691,0.0,H,48
