timestamp,frame,x,y,z,doppler,SNR,w_snr,d2,is_inlier
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.3873656,2.5163476,1.2890908,-0.06972,15.759999,1.0,2.76179,1
15:38:20.060494,13,0.084613904,0.2050513,2.1216695,0.13916,5.52,0.552,7.245102,1
15:38:20.060494,13,2.4827487,2.513843,1.2891071,-0.06972,20.0,1.0,2.4509451,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.060494,13,2.4133918,2.4931614,1.2953035,-0.06972,19.119999,1.0,0.3866676,1
15:38:20.060494,13,2.4391768,2.4697251,1.3015832,-0.06972,23.0,1.0,2.028224,1
15:38:20.668189,24,2.4845095,2.2498767,1.073569,-0.13916,34.36,1.0,2.6629028,1
15:38:20.668189,24,2.2986395,2.5008118,1.0004458,-0.06972,19.119999,1.0,3.1986868,1
15:38:20.668189,24,2.3374727,2.533695,0.9486065,-0.06972,16.359999,1.0,2.8360171,1
15:38:20.668189,24,2.3494225,2.4443517,0.9790832,-0.06972,24.0,1.0,0.821951,1
15:38:20.668189,24,2.3353462,2.3895874,1.0361336,-0.13916,22.519999,1.0,0.52445835,1
15:38:20.668189,24,2.3755574,2.4215314,0.9851978,-0.06972,30.24,1.0,0.29972777,1
15:38:20.668189,24,2.409628,2.4281416,0.8656989,-0.06972,25.119999,1.0,1.486284,1
15:38:20.668189,24,2.3913913,2.4880161,0.96084607,-0.06972,20.24,1.0,0.8962786,1
15:38:20.668189,24,2.401455,2.3984601,0.99137974,-0.13916,38.12,1.0,0.056340158,1
15:38:20.668189,24,2.4619222,2.3810844,0.8783078,-0.06972,30.76,1.0,1.7909452,1
15:38:20.668189,24,2.4110126,2.3208127,1.0545617,-0.13916,30.64,1.0,0.37919888,1
15:38:20.668189,24,2.452527,2.3515728,1.0039432,-0.13916,46.36,1.0,0.40711698,1
15:38:20.668189,24,2.4877014,2.3571794,0.8847132,-0.06972,36.36,1.0,2.3748438,1
